"Occurrences","lex","Lexeme","Transliterated","None","Qal","Nifal","Piel","Pual","Hitpael","Hifil","Hofal","Hishtafal","Passive Qal","Etpaal","Nitpael","Hotpaal","Tifal","Hitpoal","Poal","Poel"
10,"XJH==/","חַיָּה III","ḥayyāʰ","hai, ishi, mton, uhai, ish, jamaa, wake, mkwewe, zaliw, mbar, wanyama, mnyama, umb, kikosi, waruzuk, uzim, maisha",,,,,,,,,,,,,,,,
283,"XJH[","חיה ","ḤYH",,"ish, hai, aish, pon, fufu",,"ish, hai, aish, pon, fufu",,,"ish, hai, aish, pon, fufu",,,,,,,,,,
1,"XJWT/","חַיּוּת ","ḥayyût","wanyama, uhai, mnyama, umb, hai",,,,,,,,,,,,,,,,
147,"XJJM/","חַיִּים ","ḥayyîm","hai, ishi, mton, uhai, ish, jamaa, wake, mkwewe, zaliw, mbar, wanyama, mnyama, umb, kikosi, waruzuk, uzim, maisha",,,,,,,,,,,,,,,,
244,"XJL/","חַיִל I","ḥayil","nguvu, jeshi, uwez, shik, hodari",,,,,,,,,,,,,,,,
6,"XJL=/","חִיל II","ḥîl","uchungu, maumivu, upatapo, azaaye, ingali",,,,,,,,,,,,,,,,
9,"XJL==/","חֵיל III","ḥêl","ngom, jumb, boma, bom, ngomeni",,,,,,,,,,,,,,,,
5,"XJL==[","חיל III","ḤYL",,"ngoj, ngoje, tumain, utaza, umtarajie",,"ngoj, ngoje, tumain, utaza, umtarajie",,"ngoj, ngoje, tumain, utaza, umtarajie",,,,,,,,,,,
2,"XJL=[","חיל II","ḤYL",,"poto, sokot, uchungu, ukaidi, tosh, imar, uthabiti, halina, thabiti, chokul",,,,,,,,,,,,,,,
43,"XJL[","חיל I","ḤYL",,"poto, sokot, uchungu, ukaidi, tosh, imar, uthabiti, halina, thabiti, chokul",,"poto, sokot, uchungu, ukaidi, tosh, imar, uthabiti, halina, thabiti, chokul","poto, sokot, uchungu, ukaidi, tosh, imar, uthabiti, halina, thabiti, chokul","poto, sokot, uchungu, ukaidi, tosh, imar, uthabiti, halina, thabiti, chokul","poto, sokot, uchungu, ukaidi, tosh, imar, uthabiti, halina, thabiti, chokul","poto, sokot, uchungu, ukaidi, tosh, imar, uthabiti, halina, thabiti, chokul",,,,,,,,,
1,"XJLH/","חִילָה ","ḥîlāʰ","uchungu, maumivu, upatapo, azaaye, ingali",,,,,,,,,,,,,,,,
1,"XJLZ/","חִילֵז ","ḥîlēz","holoni",,,,,,,,,,,,,,,,
1,"XJLK/","חֵילֵךְ ","ḥêlēx","nguvu, jeshi, uwez, shik, hodari",,,,,,,,,,,,,,,,
2,"XJLM/","חֵילָם ","ḥêlām","helamu",,,,,,,,,,,,,,,,
1,"XJN/","חִין ","ḥîn","uzur, mzur, utukufu, fahari, tuku",,,,,,,,,,,,,,,,
1,"XJY/","חַיִץ ","ḥayiṣ","ukut, kuta, ziz, juu, boma",,,,,,,,,,,,,,,,
25,"XJYWN/","חִיצֹון ","ḥîṣôn","nje, ule",,,,,,,,,,,,,,,,
38,"XJQ/","חֵיק ","ḥêq","fuan, kifu, chake, zimi, tegemez",,,,,,,,,,,,,,,,
2,"XJRH/","חִירָה ","ḥîrāʰ","hira",,,,,,,,,,,,,,,,
32,"XJRM/","חִירָם ","ḥîrām","hiramu, huramu",,,,,,,,,,,,,,,,
1,"XJC/","חִישׁ ","ḥîš","upes, haraka, mwepesi, pund, ribu",,,,,,,,,,,,,,,,
18,"XK/","חֵךְ ","ḥēx","kaaka, changu, onja, matamu, shikili",,,,,,,,,,,,,,,,
3,"XKH/","חַכָּה ","ḥakkāʰ","kulabu, ndoana, vyake, ngik",,,,,,,,,,,,,,,,
14,"XKH[","חכה ","ḤXH",,"ngoj, ngoje, tumain, utaza, umtarajie",,"ngoj, ngoje, tumain, utaza, umtarajie",,,,,,,,,,,,,
3,"XKJLH/","חֲכִילָה ","ḥᵃxîlāʰ","hakila, yeshimoni",,,,,,,,,,,,,,,,
2,"XKLJH/","חֲכַלְיָה ","ḥᵃxalyāʰ","hakalia",,,,,,,,,,,,,,,,
1,"XKLJLJ/","חַכְלִילִי ","ḥaxlîlî","kund, wazirithio, ni, mgun",,,,,,,,,,,,,,,,
1,"XKLLWT/","חַכְלִלוּת ","ḥaxlilût","kund, wazirithio, ni, mgun",,,,,,,,,,,,,,,,
138,"XKM/","חָכָם ","ḥāxām","hekima, akil, stad, mwenye, busara",,,,,,,,,,,,,,,,
27,"XKM[","חכם ","ḤXM",,"hekima, akil, mfundishe, afundishwapo, tambua",,"hekima, akil, mfundishe, afundishwapo, tambua","hekima, akil, mfundishe, afundishwapo, tambua","hekima, akil, mfundishe, afundishwapo, tambua","hekima, akil, mfundishe, afundishwapo, tambua",,,,,,,,,,
149,"XKMH/","חָכְמָה ","ḥāxmāʰ","hekima, akil, stad, mwenye, busara",,,,,,,,,,,,,,,,
2,"XKMWNJ/","חַכְמֹונִי ","ḥaxmônî","hakmoni, mhakmoni",,,,,,,,,,,,,,,,
4,"XKMWT/","חָכְמֹות ","ḥāxmôt","hekima, akil, stad, mwenye, busara",,,,,,,,,,,,,,,,
7,"XL/","חֹל ","ḥōl","top, topen, waid, tumiw, tope",,,,,,,,,,,,,,,,
1,"XL>[","חלא ","ḤLʔ",,"ana, yafaavyo, nilaa, aje, zenu",,,,,,,,,,,,,,,
5,"XL>H/","חֶלְאָה I","ḥelʔāʰ","haitoki, lito",,,,,,,,,,,,,,,,
2,"XL>H=/","חֶלְאָה II","ḥelʔāʰ","hela",,,,,,,,,,,,,,,,
44,"XLB/","חָלָב I","ḥālāv","maziwa, chao",,,,,,,,,,,,,,,,
92,"XLB=/","חֵלֶב II","ḥēlev","mafuta, nenep, non, kuku, zid",,,,,,,,,,,,,,,,
1,"XLB==/","חֵלֶב III","ḥēlev","heledi",,,,,,,,,,,,,,,,
1,"XLBH/","חֶלְבָּה ","ḥelbāʰ","helba",,,,,,,,,,,,,,,,
1,"XLBWN/","חֶלְבֹּון ","ḥelbôn","helboni",,,,,,,,,,,,,,,,
1,"XLBNH/","חֶלְבָּנָה ","ḥelbānāʰ","kelbena",,,,,,,,,,,,,,,,
5,"XLD/","חֶלֶד I","ḥeled","nisivyo, meup, duniani, wayajaza",,,,,,,,,,,,,,,,
1,"XLD=/","חֹלֶד II","ḥōled","chech",,,,,,,,,,,,,,,,
1,"XLD==/","חֵלֶד III","ḥēled","heledi",,,,,,,,,,,,,,,,
2,"XLDH/","חֻלְדָּה ","ḥuldāʰ","hulda",,,,,,,,,,,,,,,,
2,"XLDJ/","חֶלְדַּי ","ḥelday","heledi, heldai",,,,,,,,,,,,,,,,
14,"XLH/","חַלָּה ","ḥallāʰ","mkat, mikate, nidhihak, lowa, fanyizi",,,,,,,,,,,,,,,,
75,"XLH[","חלה ","ḤLH",,"hai, mgonjwa, ugu, wagonjwa, zimi, sih, fadhili, omba, umsihi, radh","hai, mgonjwa, ugu, wagonjwa, zimi, sih, fadhili, omba, umsihi, radh","hai, mgonjwa, ugu, wagonjwa, zimi, sih, fadhili, omba, umsihi, radh","hai, mgonjwa, ugu, wagonjwa, zimi, sih, fadhili, omba, umsihi, radh","hai, mgonjwa, ugu, wagonjwa, zimi, sih, fadhili, omba, umsihi, radh","hai, mgonjwa, ugu, wagonjwa, zimi, sih, fadhili, omba, umsihi, radh","hai, mgonjwa, ugu, wagonjwa, zimi, sih, fadhili, omba, umsihi, radh",,,,,,,,,
65,"XLWM/","חֲלֹום ","ḥᵃlôm","ndot, akaota, nimeota, mwotaji, wataota",,,,,,,,,,,,,,,,
31,"XLWN/","חַלֹּון ","ḥallôn","dirish, dirishan, taa, ilikuwa",,,,,,,,,,,,,,,,
1,"XLWP/","חֲלֹוף ","ḥᵃlôf","ukiwa, uharibifu, anga, chukiz, ajab",,,,,,,,,,,,,,,,
1,"XLWCH/","חֲלוּשָׁה ","ḥᵃlûšāʰ","hai, mgonjwa, ugu, wagonjwa, zimi",,,,,,,,,,,,,,,,
3,"XLX/","חֲלַח ","ḥᵃlaḥ","hala",,,,,,,,,,,,,,,,
1,"XLXWL/","חַלְחוּל ","ḥalḥûl","halhuli",,,,,,,,,,,,,,,,
4,"XLXLH/","חַלְחָלָה ","ḥalḥālāʰ","dhik, maumivu, uharibifu, zunishw",,,,,,,,,,,,,,,,
1,"XLV[","חלט ","ḤLṬ",,"shik, kamat, nas, mvue, mdog",,,,,,,,,,,,,,,
24,"XLJ/","חֳלִי I","ḥᵒlî","ugonjwa, hai, magonjwa, yowati, amejitwika",,,,,,,,,,,,,,,,
2,"XLJ=/","חֲלִי II","ḥᵃlî","pamb, akazipamba, zimeota, vuen, wakavua",,,,,,,,,,,,,,,,
1,"XLJ==/","חֲלִי III","ḥᵃlî","beteni",,,,,,,,,,,,,,,,
1,"XLJH/","חֶלְיָה ","ḥelyāʰ","owafukizi",,,,,,,,,,,,,,,,
6,"XLJL/","חָלִיל ","ḥālîl","zeze, wapiga, ukuangalie, wimb, tari",,,,,,,,,,,,,,,,
21,"XLJLH","חָלִילָה ","ḥālîlāʰ","hash, kataz, apishe, dhani, mwawavunja",,,,,,,,,,,,,,,,
12,"XLJPH/","חֲלִיפָה ","ḥᵃlîfāʰ","badili, badil, geuz, mbali, geuge",,,,,,,,,,,,,,,,
2,"XLJYH/","חֲלִיצָה ","ḥᵃlîṣāʰ","nyar, mateka, yang, nyang'any, pat",,,,,,,,,,,,,,,,
2,"XLKH/","חֵלְכָה ","ḥēlᵊxāʰ","kisiri, uyatwae",,,,,,,,,,,,,,,,
94,"XLL/","חָלָל ","ḥālāl","uaw, wau, jerah, jeruhi, mizoga, jis, anz, najis, vunj, omch",,,,,,,,,,,,,,,,
1,"XLL==[","חלל III","ḤLL",,,,"jeruhi, tiay, yamzunguka, pamb, alichubuliwa, tuliwapigia, zomar, jis, anz, najis, vunj, omch",,,,,,,,,,,,,
7,"XLL=[","חלל II","ḤLL",,"jeruhi, tiay, yamzunguka, pamb, alichubuliwa, tuliwapigia, zomar, jis, anz, najis, vunj, omch",,"jeruhi, tiay, yamzunguka, pamb, alichubuliwa, tuliwapigia, zomar, jis, anz, najis, vunj, omch","jeruhi, tiay, yamzunguka, pamb, alichubuliwa, tuliwapigia, zomar, jis, anz, najis, vunj, omch",,,,,,,,,,,,
134,"XLL[","חלל I","ḤLL",,,"jeruhi, tiay, yamzunguka, pamb, alichubuliwa, tuliwapigia, zomar, jis, anz, najis, vunj, omch","jeruhi, tiay, yamzunguka, pamb, alichubuliwa, tuliwapigia, zomar, jis, anz, najis, vunj, omch","jeruhi, tiay, yamzunguka, pamb, alichubuliwa, tuliwapigia, zomar, jis, anz, najis, vunj, omch",,"jeruhi, tiay, yamzunguka, pamb, alichubuliwa, tuliwapigia, zomar, jis, anz, najis, vunj, omch","jeruhi, tiay, yamzunguka, pamb, alichubuliwa, tuliwapigia, zomar, jis, anz, najis, vunj, omch",,,,,,,,,
1,"XLM/","חֵלֶם ","ḥēlem","heldai",,,,,,,,,,,,,,,,
29,"XLM[","חלם ","ḤLM",,"mzim, wazima, yeny, afya, kweli, ndot, akaota, nimeota, mwotaji, wataota",,,,,"mzim, wazima, yeny, afya, kweli, ndot, akaota, nimeota, mwotaji, wataota",,,,,,,,,,
1,"XLMWT/","חַלָּמוּת ","ḥallāmût","kulika, mbog",,,,,,,,,,,,,,,,
5,"XLMJC/","חַלָּמִישׁ ","ḥallāmîš","gumegume, gumu, taon",,,,,,,,,,,,,,,,
5,"XLN/","חֵלֹן I","ḥēlōn","heloni",,,,,,,,,,,,,,,,
3,"XLN=/","חֹלֹן II","ḥōlōn","holoni, yasa",,,,,,,,,,,,,,,,
2,"XLP/","חֵלֶף I","ḥēlef","maana, kuwa, sababu, kwamba, kwan",,,,,,,,,,,,,,,,
1,"XLP=/","חֵלֶף II","ḥēlef","helefu",,,,,,,,,,,,,,,,
2,"XLP=[","חלף II","ḤLF",,"pit, vuk, pita, piti, endele",,,,,,,,,,,,,,,
26,"XLP[","חלף I","ḤLF",,"pit, vuk, pita, piti, endele",,"pit, vuk, pita, piti, endele",,,"pit, vuk, pita, piti, endele",,,,,,,,,,
10,"XLY/","חֶלֶץ I","ḥeleṣ","viun, unon, kusudi, kaul, nawe",,,,,,,,,,,,,,,,
5,"XLY=/","חֶלֶץ II","ḥeleṣ","helesi, heksi",,,,,,,,,,,,,,,,
44,"XLY[","חלץ ","ḤLṢ",,"oko, sali, pony, uniponye, uniokoe, ila, diri, mavazi, dari, vya","oko, sali, pony, uniponye, uniokoe, ila, diri, mavazi, dari, vya","oko, sali, pony, uniponye, uniokoe, ila, diri, mavazi, dari, vya",,,"oko, sali, pony, uniponye, uniokoe, ila, diri, mavazi, dari, vya",,,,,,,,,,
66,"XLQ/","חֵלֶק I","ḥēleq","sehemu, fung, wanj, shamb, liko, pendeke, lain, suguli, pendez, nywele",,,,,,,,,,,,,,,,
12,"XLQ=/","חָלָק II","ḥālāq","pendeke, lain, suguli, pendez, nywele, halaki, endelea, niju",,,,,,,,,,,,,,,,
1,"XLQ==/","חַלֻּק III","ḥalluq","pendeke, lain, suguli, pendez, nywele",,,,,,,,,,,,,,,,
1,"XLQ===/","חֵלֶק IV","ḥēleq","sehemu, fung, wanj, shamb, liko, pendeke, lain, suguli, pendez, nywele",,,,,,,,,,,,,,,,
2,"XLQ====/","חֵלֶק V","ḥēleq","heleki",,,,,,,,,,,,,,,,
9,"XLQ=[","חלק II","ḤLQ",,"gawa, gawany, gawi, fitini, gaw, pendeke, lain, suguli, pendez, nywele",,,,,"gawa, gawany, gawi, fitini, gaw, pendeke, lain, suguli, pendez, nywele",,,,,,,,,,
56,"XLQ[","חלק I","ḤLQ",,"gawa, gawany, gawi, fitini, gaw, pendeke, lain, suguli, pendez, nywele","gawa, gawany, gawi, fitini, gaw, pendeke, lain, suguli, pendez, nywele","gawa, gawany, gawi, fitini, gaw, pendeke, lain, suguli, pendez, nywele","gawa, gawany, gawi, fitini, gaw, pendeke, lain, suguli, pendez, nywele","gawa, gawany, gawi, fitini, gaw, pendeke, lain, suguli, pendez, nywele","gawa, gawany, gawi, fitini, gaw, pendeke, lain, suguli, pendez, nywele",,,,,,,,,,
23,"XLQH/","חֶלְקָה I","ḥelqāʰ","sehemu, fung, wanj, shamb, liko, pendeke, lain, suguli, pendez, nywele",,,,,,,,,,,,,,,,
2,"XLQH=/","חֶלְקָה II","ḥelqāʰ","sehemu, fung, wanj, shamb, liko, pendeke, lain, suguli, pendez, nywele",,,,,,,,,,,,,,,,
1,"XLQH==/","חֲלֻקָּה III","ḥᵃluqqāʰ","kusud, mtasitasita, gawa, kasi",,,,,,,,,,,,,,,,
1,"XLQJ/","חֶלְקִי I","ḥelqî","waheleki",,,,,,,,,,,,,,,,
1,"XLQJ=/","חֶלְקַי II","ḥelqay","helkai",,,,,,,,,,,,,,,,
15,"XLQJH/","חִלְקִיָּה ","ḥilqiyyāʰ","hilkia",,,,,,,,,,,,,,,,
19,"XLQJHW/","חִלְקִיָּהוּ ","ḥilqiyyāhû","hilkia",,,,,,,,,,,,,,,,
4,"XLQLQWT/","חֲלַקְלַקֹּות ","ḥᵃlaqlaqqôt","pendeke, lain, suguli, pendez, nywele",,,,,,,,,,,,,,,,
2,"XLQT/","חֶלְקַת ","ḥelqat","helkathi",,,,,,,,,,,,,,,,
1,"XLQT_HYWRJM/","חֶלְקַת הַצּוּרִים ","ḥelqat haṣṣûrîm","helkath-hasurimu",,,,,,,,,,,,,,,,
1,"XLC/","חַלָּשׁ ","ḥallāš","hai, mgonjwa, ugu, wagonjwa, zimi",,,,,,,,,,,,,,,,
3,"XLC[","חלשׁ ","ḤLŠ",,"hai, mgonjwa, ugu, wagonjwa, zimi",,,,,,,,,,,,,,,
4,"XM/","חֹם I","ḥōm","joto, jua, kali, siag, poondole",,,,,,,,,,,,,,,,
4,"XM=/","חָם II","ḥām","baba, babaye, babaze, mababa, babangu",,,,,,,,,,,,,,,,
2,"XM==/","חָם III","ḥām","moto, joto, akiota, hu, chakula",,,,,,,,,,,,,,,,
16,"XM===/","חָם IV","ḥām","hamu",,,,,,,,,,,,,,,,
10,"XM>H/","חֶמְאָה ","ḥemʔāʰ","siag, ajuapo, joto, jua, kali, poondole",,,,,,,,,,,,,,,,
6,"XMD/","חֶמֶד ","ḥemed","pend, pendez, furahi, furaha, tak",,,,,,,,,,,,,,,,
21,"XMD[","חמד ","ḤMD",,"tama, pendeza, pend, tamani, man, hama, heshim, heshima, uzur, tunu","tama, pendeza, pend, tamani, man, hama, heshim, heshima, uzur, tunu","tama, pendeza, pend, tamani, man, hama, heshim, heshima, uzur, tunu",,,,,,,,,,,,,
16,"XMDH/","חֶמְדָּה ","ḥemdāʰ","tama, pendeza, pend, tamani, man",,,,,,,,,,,,,,,,
9,"XMDWT/","חֲמֻדֹות ","ḥᵃmudôt","tama, pendeza, pend, tamani, man, hama, heshim, heshima, uzur, tunu",,,,,,,,,,,,,,,,
1,"XMDN/","חֶמְדָּן ","ḥemdān","hemdani",,,,,,,,,,,,,,,,
125,"XMH/","חֵמָה I","ḥēmāʰ","ghadhabu, hasira, ukal, sumu, chafu",,,,,,,,,,,,,,,,
6,"XMH=/","חַמָּה II","ḥammāʰ","joto, jua, kali, siag, poondole",,,,,,,,,,,,,,,,
1,"XMW>L/","חַמּוּאֵל ","ḥammûʔēl","hamueli",,,,,,,,,,,,,,,,
3,"XMWVL/","חֲמוּטַל ","ḥᵃmûṭal","hamutali",,,,,,,,,,,,,,,,
3,"XMWL/","חָמוּל ","ḥāmûl","hamuli",,,,,,,,,,,,,,,,
1,"XMWLJ/","חָמוּלִי ","ḥāmûlî","wahamuli",,,,,,,,,,,,,,,,
2,"XMWN/","חַמֹּון ","ḥammôn","hamoni, hamothi",,,,,,,,,,,,,,,,
1,"XMWY/","חָמוּץ I","ḥāmûṣ","chachu, chach, isitiwe, mtoazo, usimle, mado, onew, one, dhulum, waon, wone",,,,,,,,,,,,,,,,
1,"XMWY=/","חָמֹוץ II","ḥāmôṣ","onew, one, dhulum, waon, wone",,,,,,,,,,,,,,,,
1,"XMWQ/","חַמּוּק ","ḥammûq","alki",,,,,,,,,,,,,,,,
96,"XMWR/","חֲמֹור I","ḥᵃmôr","pund, nyumbu",,,,,,,,,,,,,,,,
13,"XMWR=/","חֲמֹור II","ḥᵃmôr","hamori",,,,,,,,,,,,,,,,
11,"XMWT/","חָמֹות ","ḥāmôt","mama, mamaye, mkwewe, aman, mkwe",,,,,,,,,,,,,,,,
1,"XMV/","חֹמֶט ","ḥōmeṭ","mjus",,,,,,,,,,,,,,,,
1,"XMVH/","חֻמְטָה ","ḥumṭāʰ","humt",,,,,,,,,,,,,,,,
1,"XMJY/","חָמִיץ ","ḥāmîṣ","chumvi, kole",,,,,,,,,,,,,,,,
34,"XMJCJ/","חֲמִישִׁי ","ḥᵃmîšî","tano, watano, mitano, matano, vitano",,,,,,,,,,,,,,,,
11,"XMJCJT/","חֲמִישִׁית ","ḥᵃmîšît","tano, watano, mitano, matano, vitano",,,,,,,,,,,,,,,,
40,"XML[","חמל ","ḤML",,"huru, huruma, achili, hurumi, waachi",,,,,,,,,,,,,,,
2,"XMLH/","חֶמְלָה I","ḥemlāʰ","rehema, huruma, rehem, huru, unirehemu",,,,,,,,,,,,,,,,
1,"XMLH=/","חֻמְלָה II","ḥumlāʰ","huru, huruma, achili, hurumi, waachi",,,,,,,,,,,,,,,,
27,"XMM[","חמם ","ḤMM",,"moto, joto, akiota, hu, chakula","moto, joto, akiota, hu, chakula","moto, joto, akiota, hu, chakula",,"moto, joto, akiota, hu, chakula",,,,,,,,,,,
8,"XMN/","חַמָּן ","ḥammān","nguz, miim, jua, mwim, viguzo",,,,,,,,,,,,,,,,
60,"XMS/","חָמָס ","ḥāmās","udhalimu, jeur, nguvu, dhuluma, uharibifu",,,,,,,,,,,,,,,,
8,"XMS[","חמס ","ḤMS",,"jerah, pig, uuaj, pigo, yake","jerah, pig, uuaj, pigo, yake",,,,,,,,,,,,,,
11,"XMY/","חָמֵץ I","ḥāmēṣ","chachu, chach, isitiwe, mtoazo, usimle",,,,,,,,,,,,,,,,
6,"XMY=/","חֹמֶץ II","ḥōmeṣ","siki, ninywe, ufit, menoni, chov",,,,,,,,,,,,,,,,
1,"XMY=[","חמץ II","ḤMṢ",,"chachu, chach, isitiwe, mtoazo, usimle, mado, onew, one, dhulum, waon, wone",,,,,,,,,,,,,,,
6,"XMY[","חמץ I","ḤMṢ",,"chachu, chach, isitiwe, mtoazo, usimle, mado, onew, one, dhulum, waon, wone",,,,"chachu, chach, isitiwe, mtoazo, usimle, mado, onew, one, dhulum, waon, wone","chachu, chach, isitiwe, mtoazo, usimle, mado, onew, one, dhulum, waon, wone",,,,,,,,,,
2,"XMQ[","חמק ","ḤMQ",,"ondo, ondole, ach, geuk, ondok",,,,"ondo, ondole, ach, geuk, ondok",,,,,,,,,,,
18,"XMR/","חֹמֶר I","ḥōmer","udongo, tope, top, kifinyan, tofal, chung, wimb, rund, gof, fung, homeri",,,,,,,,,,,,,,,,
15,"XMR=/","חֹמֶר II","ḥōmer","udongo, tope, top, kifinyan, tofal, chung, wimb, rund, gof, fung, homeri",,,,,,,,,,,,,,,,
3,"XMR==/","חֵמָר III","ḥēmār","lami",,,,,,,,,,,,,,,,
1,"XMR===/","חֶמֶר IV","ḥemer","diva, mvinyo, rib, shinikiz, zabibu",,,,,,,,,,,,,,,,
1,"XMR=[","חמר II","ḤMR",,,,"fadhai, taab, kazi, dhar, sumbu, kitali, mado",,,,,,,,,,,,,
5,"XMR[","חמר I","ḤMR",,"fadhai, taab, kazi, dhar, sumbu, kitali, mado",,"fadhai, taab, kazi, dhar, sumbu, kitali, mado",,,,,,,,,,,,,
1,"XMRN/","חַמְרָן ","ḥamrān","hemdani",,,,,,,,,,,,,,,,
506,"XMC/","חָמֵשׁ I","ḥāmēš","tano, watano, mitano, matano, vitano, hamsini",,,,,,,,,,,,,,,,
4,"XMC=/","חֹמֶשׁ II","ḥōmeš","tumb, tumbon, mimb, ndani, yenito",,,,,,,,,,,,,,,,
1,"XMC==/","חֹמֶשׁ III","ḥōmeš","tano, watano, mitano, matano, vitano",,,,,,,,,,,,,,,,
5,"XMC[","חמשׁ ","ḤMŠ",,"ila, diri, mavazi, dari, vya, tano, watano, mitano, matano, vitano",,"ila, diri, mavazi, dari, vya, tano, watano, mitano, matano, vitano",,,,,,,,,,,,,
3,"XMT/","חֵמֶת I","ḥēmet","rib",,,,,,,,,,,,,,,,
36,"XMT=/","חֲמָת II","ḥᵃmāt","hamathi",,,,,,,,,,,,,,,,
1,"XMT==/","חַמַּת III","ḥammat","rakathi",,,,,,,,,,,,,,,,
1,"XMT===/","חַמַּת IV","ḥammat","rakathi",,,,,,,,,,,,,,,,
1,"XMT_D>R/","חַמֹּת דֹּאר ","ḥammōt dōˀr","kartani, hamoth-dori",,,,,,,,,,,,,,,,
1,"XMT_YWB>/","חֲמָת צֹובָא ","ḥᵃmāt ṣôvāˀ","soba, hamath-zoba",,,,,,,,,,,,,,,,
2,"XMTJ/","חֲמָתִי ","ḥᵃmātî","mhamathi",,,,,,,,,,,,,,,,
69,"XN/","חֵן I","ḥēn","kibali, neem, pend, fadhili, pako",,,,,,,,,,,,,,,,
1,"XN=/","חֵן II","ḥēn","kusanyav, uwauaye",,,,,,,,,,,,,,,,
4,"XNDD/","חֵנָדָד ","ḥēnādād","henadadi",,,,,,,,,,,,,,,,
13,"XNH/","חַנָּה ","ḥannāʰ","hana, sitakwea",,,,,,,,,,,,,,,,
1,"XNH=[","חנה II","ḤNH",,,,"neem, fadhil, fadhili, sih, sameh",,,,,,,,,,,,,
143,"XNH[","חנה I","ḤNH",,"kamb, mbin, jeshi, pang, kitu",,,,,,,,,,,,,,,
15,"XNWK/","חֲנֹוךְ I","ḥᵃnôx","henoko, hanoki",,,,,,,,,,,,,,,,
1,"XNWK=/","חֲנֹוךְ II","ḥᵃnôx","henoko, hanoki",,,,,,,,,,,,,,,,
13,"XNWN/","חַנּוּן I","ḥannûn","neem, fadhil, fadhili, sih, sameh",,,,,,,,,,,,,,,,
11,"XNWN=/","חָנוּן II","ḥānûn","hanuni",,,,,,,,,,,,,,,,
1,"XNWT/","חָנוּת ","ḥānût","amekaa",,,,,,,,,,,,,,,,
4,"XNV[","חנט ","ḤNṬ",,"nuka, mzur, rihani, pak, haukuja",,,,,,,,,,,,,,,
1,"XNVJM/","חֲנֻטִים ","ḥᵃnuṭîm","nuka, mzur, rihani, pak, haukuja",,,,,,,,,,,,,,,,
2,"XNJ>L/","חַנִּיאֵל ","ḥannîʔēl","hanieli, efodi",,,,,,,,,,,,,,,,
1,"XNJK/","חָנִיךְ ","ḥānîx","zoesh, jan, ujizoeze, mazoezi",,,,,,,,,,,,,,,,
1,"XNJNH/","חֲנִינָה ","ḥᵃnînāʰ","kibali, neem, pend, fadhili, pako",,,,,,,,,,,,,,,,
47,"XNJT/","חֲנִית ","ḥᵃnît","mkuk, mikuki, fumo, vyus, inu",,,,,,,,,,,,,,,,
5,"XNK[","חנך ","ḤNX",,"taka, wakf, kabisa, teng, taji",,,,,,,,,,,,,,,
8,"XNKH/","חֲנֻכָּה ","ḥᵃnukkāʰ","taka, wakf, kabisa, teng, taji",,,,,,,,,,,,,,,,
1,"XNKJ/","חֲנֹכִי ","ḥᵃnōxî","wahanoki",,,,,,,,,,,,,,,,
32,"XNM","חִנָּם ","ḥinnām","maana, kuwa, sababu, kwamba, kwan",,,,,,,,,,,,,,,,
4,"XNM>L/","חֲנַמְאֵל ","ḥᵃnamʔēl","hanameli, mpimi",,,,,,,,,,,,,,,,
1,"XNML/","חֲנָמַל ","ḥᵃnāmal","barafu, sakitu, huimwaga",,,,,,,,,,,,,,,,
12,"XNN/","חָנָן ","ḥānān","hanani",,,,,,,,,,,,,,,,
1,"XNN=[","חנן II","ḤNN",,"neem, fadhil, fadhili, sih, sameh, chuki, chukiz, chukia, akauchukia, sumbu",,,,,,,,,,,,,,,
77,"XNN[","חנן I","ḤNN",,"neem, fadhil, fadhili, sih, sameh, chuki, chukiz, chukia, akauchukia, sumbu","neem, fadhil, fadhili, sih, sameh, chuki, chukiz, chukia, akauchukia, sumbu","neem, fadhil, fadhili, sih, sameh, chuki, chukiz, chukia, akauchukia, sumbu",,"neem, fadhil, fadhili, sih, sameh, chuki, chukiz, chukia, akauchukia, sumbu",,"neem, fadhil, fadhili, sih, sameh, chuki, chukiz, chukia, akauchukia, sumbu",,,,,,,,,
4,"XNN>L/","חֲנַנְאֵל ","ḥᵃnanʔēl","hananeli",,,,,,,,,,,,,,,,
11,"XNNJ/","חֲנָנִי ","ḥᵃnānî","hanani, likaja",,,,,,,,,,,,,,,,
25,"XNNJH/","חֲנַנְיָה ","ḥᵃnanyāʰ","hanania, umezivunja",,,,,,,,,,,,,,,,
3,"XNNJHW/","חֲנַנְיָהוּ ","ḥᵃnanyāhû","hanania, umezivunja",,,,,,,,,,,,,,,,
1,"XNS/","חָנֵס ","ḥānēs","hanesi",,,,,,,,,,,,,,,,
13,"XNP/","חָנֵף I","ḥānēf","jis, anz, najis, vunj, omch",,,,,,,,,,,,,,,,
1,"XNP=/","חֹנֶף II","ḥōnef","jis, anz, najis, vunj, omch",,,,,,,,,,,,,,,,
11,"XNP[","חנף ","ḤNF",,"hab, atiw, huitia, kufur, poto",,,,,"hab, atiw, huitia, kufur, poto",,,,,,,,,,
1,"XNPH/","חֲנֻפָּה ","ḥᵃnuppāʰ","jis, anz, najis, vunj, omch",,,,,,,,,,,,,,,,
2,"XNQ[","חנק ","ḤNQ",,,"songole, nyon, nyong, jik","songole, nyon, nyong, jik",,,,,,,,,,,,,
