"Occurrences","Lexeme","Part of speech","Gloss"
2,"concaptivus","noun","medfange"
1,"concedo","verb","går bort"
1,"concido I","verb","falder"
1,"concido II","verb","slår"
21,"concilium","noun","møde"
4,"concipio","verb","sammenfatter"
1,"concisio","noun","skamskåren"
8,"concito","verb","sætter i bevægelse"
5,"concludo","verb","indelukker"
1,"concordo","verb","er enig"
1,"concremo","verb","opbrænder"
1,"concubitor","noun","horekarl"
1,"concubitus","noun","samleje"
4,"conculco","verb","nedtramper"
2,"concupio","verb","ønsker"
5,"concupiscentia","noun","ønsker"
5,"concupisco","verb","ønske"
7,"concurro","verb","løber sammen"
1,"concursio","noun","sammentræf"
2,"concursus","noun","sammenløb"
1,"concutio","verb","ryster"
1,"condelector","verb","glæder mig"
3,"condemnatio","noun","dom"
16,"condemno","verb","fordømmer"
1,"condignus","adjective","fuldkomment værdig"
2,"condio","verb","sylter"
1,"condiscipulus","noun","medelev"
3,"condo","verb","anlægger"
2,"conduco","verb","fører med"
1,"conductum","noun","sammenfører"
1,"conecto","verb","kaster sammen"
8,"confero","verb","sammenfører"
1,"confertus","adjective","sammenstopper"
2,"confessio","noun","tilståelse"
27,"confestim","adverb","straks"
5,"confidentia","noun","tillidsfuldhed"
22,"confido","verb","sætter min tillid til"
1,"configo","verb","sammennagler"
1,"configuro","verb","danner med"
1,"confirmatio","noun","bestyrkelse"
25,"confirmo","verb","befæster"
24,"confiteor","verb","bekender"
1,"conformis","adjective","lignende"
1,"conformo","verb","indretter"
9,"conforto","verb","bliver stærk"
1,"confrico","verb","gnider"
4,"confringo","verb","brækker "
1,"confugio","verb","tilflugtssted"
16,"confundo","verb","sammenblander"
5,"confusio","noun","sammenblanding"
2,"congaudeo","verb","glæder sig"
1,"congero","verb","bærer"
1,"conglorifico","verb","herliggør"
5,"congratulor","verb","lykønsker"
1,"congregatio","noun","samliv"
47,"congrego","verb","ophober"
1,"coniunctio","noun","sammenhæng"
5,"coniungo","verb","forener"
2,"coniunx","noun","ægtefælle"
1,"coniuratio","noun","sammensværgelse"
1,"connumero","verb","regner med"
3,"conor","verb","forsøger"
1,"conquasso","verb","ryster stærkt"
6,"conquiro","verb","sammensøger"
1,"conquisitio","noun","eftersporing"
1,"conquisitor","noun","opsporer"
1,"conrumpo","verb","tilintetgør"
18,"conscientia","noun","medviden"
1,"conscindo","verb","sønderriver"
2,"conscius","adjective","medvidende"
1,"consedo","verb","er stille"
2,"consensus","noun","beslutning"
17,"consentio","verb","samstemmer"
1,"consepelio","verb","begraver med"
12,"consequor","verb","følger"
7,"conservo","verb","bevarer"
9,"conservus","noun","medslave"
13,"considero","verb","betragter"
1,"consiliarius","noun","rådgivende"
28,"consilium","noun","råd"
15,"consolatio","noun","trøst"
1,"consolido","verb","gør stærk"
24,"consolor","verb","trøster"
1,"consparsio","noun","dej"
29,"conspectus","noun","syn"
1,"conspicio","verb","får øje på"
1,"conspiro","verb","stemmer overens"
4,"conspuo","verb","spytter på en"
1,"constans","adjective","stadig"
3,"constanter","adverb","stadigt"
1,"constantia","noun","bestandighed"
1,"consterno","verb","skrækker"
29,"constituo","verb","bestemmer"
6,"constitutio","noun","indretning"
1,"consto","verb","står med"
2,"construo","verb","ophober"
2,"consuesco","verb","vænner mig"
11,"consuetudo","noun","vane"
1,"consul","noun","konsul"
7,"consummatio","noun","fuldendelse"
35,"consummo","verb","forbruger"
3,"consumo","verb","bruger"
4,"consurgo","verb","rejser mig op"
1,"contaminatio","noun","besmittelse"
1,"contamino","verb","gør uren"
6,"contemno","verb","agter ringe"
1,"contemplo","verb","observerer"
3,"contemptibilis","adjective","foragtelig"
1,"contemptor","noun","ringeagter"
6,"contendo","verb","spænder"
1,"contenebro","verb","gør mørk"
12,"contentio","noun","anstrengelse"
1,"contentiosus","adjective","tridslysten; polemisk"
2,"contentus","adjective","anstrengt"
2,"contero","verb","opslider"
1,"conterreo","verb","forskrækker"
2,"contestor","verb","kalder til vidne"
1,"contexo","verb","sammenvæver"
1,"continentia","noun","selvbeherskelse"
7,"contineo","verb","holder sammen"
11,"contingo","verb","berører"
27,"continuo","adverb","fortsætter"
1,"continuus","adjective","sammenhængende"
1,"contionor","verb","holder en tale"
3,"contra","adverb","imod"
30,"contra","preposition","mod"
11,"contradico","verb","modsiger"
1,"contradictio","noun","modsigelse"
4,"contrarius","adjective","beliggende lige overfor"
1,"contrecto","verb","berører"
1,"contribulis","noun","af den samme stamme"
26,"contristo","verb","gør bedrøvet,"
1,"contristor","verb","sørger"
1,"contritio","noun","sorg"
1,"contubernium","noun","teltkammeratskab"
10,"contumelia","noun","forhånelse"
1,"contumeliosus","adjective","fornærmelig"
7,"conturbo","verb","forstyrrer"
1,"convalesco","verb","bliver stærk "
47,"convenio","verb","mødes"
2,"conventio","noun","overenskomst"
1,"conventus","noun","forsamling"
2,"conversatio","noun","ophold"
1,"conversio","noun","omløb"
7,"conversor","verb","lever sammen med"
49,"converto","verb","vender"
1,"convescor","verb","spiser med"
1,"convicior","verb"," skælder ud"
1,"convinco","verb","overbeviser"
2,"convivifico","verb","lever med"
4,"convivium","noun","gæstebud"
1,"convivo","verb","lever sammen"
1,"convivor","verb","holder gæstebud"
22,"convoco","verb","sammenkalder"
2,"cooperator","noun","medarbejder"
4,"cooperio","verb","dækker"
3,"cooperor","verb","arbejder"
8,"copiosus","adjective","rigelig"
130,"cor","noun","hjerte"
61,"coram","preposition","i nærværelse af"
2,"Corazain","proper_noun","Korazin"
1,"corban","foreign_word","korban"
1,"corbanas","noun","tempelpenge"
3,"coriarius","noun","graver"
2,"Corinthii","noun","korinther"
6,"Corinthus","proper_noun","Korinth"
8,"Cornelius","proper_noun","Cornelius 	"
11,"cornu","noun","horn"
16,"corona","noun","krone"
2,"corporalis","adjective","kropslig"
1,"corporaliter","adverb","kropsligt"
131,"corpus","noun","krop; lig"
3,"correptio","noun","forkortelse"
1,"corresuscito","verb","oprejser"
3,"corrigia","noun","skorem"
2,"corrigo","verb","retter"
8,"corripio","verb","griber"
1,"corroboro","verb"," gør stærk"
10,"corrumpo","verb","sønderbryder"
3,"corruptibilis","adjective","forgængelig"
9,"corruptio","noun","fordærvelse"
1,"corusco","verb","bevæger"
1,"corvus","noun","ravn"
1,"Cosa","proper_noun","Cosa"
3,"cottidianus","adjective","daglig"
14,"cottidie","adverb","dagligt"
1,"coutor","verb","har at gøre med"
1,"crapula","noun","rus"
6,"cras","adverb","i morgen"
8,"crastinus","adjective","i morgen"
1,"creator","noun","skaber"
18,"creatura","noun","skabning"
1,"crebro","adverb","nært"
235,"credo","verb","tror"
8,"creo","verb","skaber"
1,"crepo","verb","rasler"
1,"Cres","noun","kreter"
1,"Crescens","proper_noun","Kreskens "
17,"cresco","verb","vokser"
5,"Creta","proper_noun","Kreta"
1,"Cretenses","noun","Kreter"
1,"cribro","verb","si"
7,"crimen","noun","anklage"
2,"Crispus","proper_noun","Krispus"
3,"cristallus","noun","krystal"
2,"cruciatus","noun","pinsel"
49,"crucifigo","verb","korsfæster"
7,"crucio","verb","piner"
3,"crus","noun","kors"
27,"crux","noun","kors"
3,"cubiculum","noun","værelse"
2,"cubile","noun","leje"
4,"cubitum","noun","albue"
1,"culex","noun","myg"
4,"cultor","noun","dyrker"
1,"cultrix","noun","dyrkerinde"
1,"cultura","noun","dyrkning,"
528,"cum","preposition","med"
13,"cum","relative_adverb","da; når"
627,"cum","subjunction","da; når"
1,"cumi","foreign_word","cumi"
1,"cuminum","noun","kommen"
7,"cumque","subjunction","til enhver given tid"
4,"cunctus","adjective","hel"
1,"cupide","adverb","begærligt"
1,"cupiditas","noun","begærlighed"
2,"cupidus","adjective","begærlig"
6,"cupio","verb","ønsker"
2,"cur","adverb","hvorfor"
11,"cura","noun","omsorg"
2,"curatio","noun","omsorg"
1,"curiose","adverb","omhyggeligt"
1,"curiosus","adjective","omhyggelig"
41,"curo","verb","kød"
17,"curro","verb","løber"
4,"currus","noun","vogn"
5,"cursus","noun","løb"
1,"curvo","verb","bøjer"
12,"custodia","noun","vagt"
37,"custodio","verb","bevogter"
9,"custos","noun","vogter"
1,"cymbalum","noun","cymbel"
3,"Cyprius","adjective","Kypriotisk "
5,"Cyprus","proper_noun","Kypern"
3,"Cyrenaeus","adjective","fra Kyrene"
1,"Cyrene","proper_noun","Kyrene"
3,"Cyrenensis","adjective","fra Kyrene"
1,"Cyrinus","proper_noun","Kvirinius"
8,"daemon","noun","dæmon"
66,"daemonium","noun","dæmon"
1,"Dalmanutha","proper_noun","Dalmanuta"
1,"Dalmatia","proper_noun","Dalmatien"
1,"Damaris","proper_noun","Dionysios"
1,"Damasceni","noun","damaskener"
15,"Damascus","proper_noun","Damaskus "
9,"damnatio","noun","fordømmelse"
5,"damno","verb","skader"
1,"damnum","noun","skade"
1,"Danihelus","proper_noun","Daniel"
1,"dator","noun","giver"
2,"datum","noun","gave"
56,"David","proper_noun","David"
706,"de","preposition","fra"
2,"dea","noun","gudinde"
1,"dealbatus","adjective","hvidtet"
2,"dealbo","verb","hvidter"
1,"deauro","verb","belægger med guld"
39,"debeo","verb","skylder"
5,"debilis","adjective","lammet"
8,"debitor","noun","skyldner"
3,"debitum","noun","gæld"
2,"decalvo","verb","er skaldet"
3,"Decapolis","proper_noun","Dekapolis"
30,"decem","cardinal_numeral","10; ti"
1,"deceptio","noun","bedrag"
3,"decerno","verb","afgør"
1,"decerto","verb","kæmper"
2,"decet","verb","det passer sig"
5,"decido","verb","falder ned"
2,"decimo","verb","decimerer"
5,"decimus","ordinal_numeral","10."
2,"decipio","verb","bedrager"
1,"declaro","verb","går tydelig"
5,"declino","verb","bøjer"
5,"decollo","verb","halshugger"
3,"decretum","noun","afgørelse"
1,"decumbo","verb","lægger mig ned"
2,"decurio","noun","nddeler i afdelinger"
3,"decurro","verb","løber ned"
1,"dedecus","noun","vanære"
3,"dedo","verb","hengiver ganske"
14,"deduco","verb","fører med"
4,"defendo","verb","bortstøder"
5,"defensio","noun","afværgelse"
3,"defero","verb","bærer"
15,"deficio","verb","falder fra"
2,"definio","verb","afgrænser"
1,"definitus","adjective","afgrænset "
1,"deformo","verb","former"
1,"defraudo","verb","bedrager"
10,"defungor","verb","bliver færdig"
1,"deicio","verb","kaster"
3,"deinceps","adverb","i rad"
22,"deinde","adverb","derefter"
3,"deleo","verb","udsletter"
1,"delibatio","noun","førstegrøde"
1,"delibo","verb","borttager"
4,"delicia","noun","luksus"
19,"delictum","noun","fejl"
1,"delinquo","verb","fejler"
1,"deliramentum","noun","pjat"
1,"deludo","verb","narrer"
2,"Demas","proper_noun","Demas"
1,"demento","verb","gør vred"
2,"demergo","verb","dykker"
2,"Demetrius","proper_noun","Demetrius"
1,"deminuo","verb","borttager"
1,"deminutio","noun","formindskelse"
3,"demolior","verb","nedriver"
5,"demonstro","verb","peger på"
6,"demoror","verb","opholder"
17,"denarius","noun","denar"
2,"denego","verb","afslår"
1,"deni","adjective","ti til hver"
12,"dens","noun","tand"
6,"denuntio","verb","forkynder"
4,"denuo","adverb","på ny; igen"
9,"deorsum","adverb","ned ad"
8,"depono","verb","lægger"
2,"deprecatio","noun","forbøn"
14,"deprecor","verb","frabeder mig"
2,"depr(eh)endo","verb","griber"
1,"deputo","verb","regner for"
3,"Derbe","proper_noun","Derbe"
1,"Derbeus","adjective","Derbeus"
10,"derelinquo","verb","forlader ganske"
4,"derideo","verb","håner"
89,"descendo","verb","går ned"
1,"descensus","noun","nedstigning"
1,"describo","verb","afskriver"
1,"descriptio","noun","afskrift"
2,"desero","verb","forlader"
1,"deserta","noun","enlig"
32,"desertum","noun","øde"
10,"desertus","adjective","øde"
6,"deservio","verb","tjener"
1,"desiderans","adjective","begærende"
17,"desiderium","noun","længsel"
14,"desidero","verb","ønsker"
1,"designo","verb","afgrænser"
1,"desino","verb","ophører"
3,"desolatio","noun","ensomhed"
5,"desolo","verb","forlader"
2,"despero","verb","opgiver håbet"
1,"despicio","verb","ser bort"
1,"despolio","verb","plyndrer"
1,"despondeo","verb","tilsiger"
3,"desponsor","verb","forlover"
1,"despumo","verb","afskummer"
1,"destinatum","noun","mål"
3,"destino","verb","befæster"
2,"destituo","verb","henstiller"
3,"destructio","noun","nedrivning"
21,"destruo","verb","nedriver"
15,"desum","verb","er borte"
4,"desuper","adverb","ovenfra"
1,"desursum","adverb","ovenover"
2,"deterior","adjective","ringere"
2,"deterius","adverb","ringere"
1,"detestor","verb","forbander"
6,"detineo","verb","afholder"
1,"detractio","noun","fratagelse"
1,"detractor","noun","en der dadler"
1,"detraho","verb","fratrækker"
8,"detrimentum","noun","formindskels"
2,"deturpo","verb","gør styg"
1087,"deus","noun","gud"
1,"devasto","verb","hærger"
10,"devenio","verb","kommer ned"
2,"deverto","verb","vender mig bort fra"
4,"devito","verb","undgår"
1,"devorator","noun","æder"
10,"devoro","verb","nedsluger"
1,"devotio","noun","løfte om at indvie"
3,"devoveo","verb","lover"
28,"dexter","adjective","højre"
17,"dext(e)ra","noun","højre hånd"
24,"diabolus","noun","djævel"
1,"diaconus","noun","diakon"
3,"diadema","noun","diadem"
5,"Diana","proper_noun","Diana"
2079,"dico","verb","siger"
2,"didragma","noun","tempelskat"
3,"Didymus","proper_noun","Didymos"
376,"dies","noun","dag"
4,"diffamo","verb","udbreder ved onde rygter"
4,"differo","verb","adskiller"
4,"difficilis","adjective","svær"
3,"diffidentia","noun","mistillid"
2,"diffundo","verb","udgyder"
8,"digitus","noun","finger"
4,"digne","adverb","værdigt"
1,"dignor","verb","agter"
46,"dignus","adjective","værdig"
6,"diiudico","verb","afgør"
1,"dilanio","verb","sønderriver"
1,"dilatio","noun","udsættelse"
3,"dilato","verb","udbreder"
17,"dilectio","noun","kærlighed"
10,"dilectus","adjective","kær"
1,"dilectus","noun","udvalg"
9,"diligenter","adverb","omhyggeligt"
1,"diligentia","noun","omhyggelighed"
101,"diligo","verb","elsker"
4,"diluculum","noun","daggry"
3,"diluvium","noun","oversvømmelse"
5,"dimidium","noun","halv"
135,"dimitto","verb","sender væk"
1,"dinumero","verb","tæller"
1,"Dionisius","proper_noun","Dionysios"
1,"directus","adjective","lodret"
4,"dirigo","verb","retter"
4,"diripio","verb","sønderriver"
3,"dirumpo","verb","sønderriver"
1,"diruo","verb","nedriver"
33,"discedo","verb","går væk"
1,"disceptatio","noun","drøftelse"
1,"discepto","verb","drøfter"
3,"discerno","verb","afsondrer"
3,"discerpo","verb","sønderriver"
3,"discessio","noun","afstemning"
1,"disciplina","noun","lære"
2,"discipula","noun","elevinde"
258,"discipulus","noun","elev"
24,"disco","verb","lærer"
1,"discretio","noun","bedømmelse"
2,"discubitus","noun","siddende ved et bord"
25,"discumbo","verb","lægger sig til bords"
5,"discus","noun","diskus; kasteskive"
4,"dispensatio","noun","afvejning"
4,"dispensator","noun","husforvalter"
2,"disperdo","verb","ødelægger"
12,"dispergo","verb","strøer"
1,"dispersio","noun","ødelæggelse"
3,"dispertior","verb","deler"
1,"dispicio","verb","skimter"
7,"dispono","verb","stiller væk"
1,"dispositio","noun","opstilling"
12,"disputo","verb","drøfter"
2,"disseco","verb","sønderskærer"
1,"dissemino","verb","udsår"
9,"dissensio","noun","uenighed"
4,"dissero","verb","udsåer"
5,"dissipo","verb","kaster fra hinanden"
5,"dissolvo","verb","ophæver"
3,"distinctio","noun","adskillelse"
5,"distribuo","verb","fordeler"
3,"diu","adverb","længe"
1,"diurnus","adjective","daglig"
2,"diversorium","noun","herberg"
31,"dives","adjective","rig"
25,"divido","verb","deler"
3,"divinitas","noun","guddommelighed"
1,"divino","verb","forudser"
1,"divinum","noun","guddommen "
1,"divinus","adjective","guddommelig"
3,"divisio","noun","deling"
1,"divisor","noun","uddeler"
18,"divitiae","noun","rigdom"
5,"divulgo","verb","udspreder"
404,"do","verb","giver"
89,"doceo","verb","fører"
1,"docibilis","adjective","oplært"
6,"doctor","noun","lærer"
35,"doctrina","noun","lære"
1,"dogma","noun","læresætning"
4,"doleo","verb","smerter"
8,"dolor","noun","smerte"
1,"dolose","adverb","svigefuldt"
9,"dolus","noun","list"
5,"domestici","noun","husfæller"
2,"domesticus","adjective","huslig"
5,"domi","adverb","hjemme"
2,"domicilium","noun","bolig"
3,"dominatio","noun","herredømme"
1,"dominator","noun","hersker"
2,"dominicus","adjective","herre-; herrens"
10,"dominor","verb","hersker"
631,"dominus","noun","herre"
1,"domo","verb","tæmmer"
180,"domus","noun","hus"
4,"donatio","noun","gave"
59,"donec","subjunction","så længe"
21,"dono","verb","giver"
17,"donum","noun","gave"
2,"Dorcas","proper_noun","Hind; Dorcas"
38,"dormio","verb","sover"
1,"dormitio","noun","søvn"
1,"dormito","verb","er søvnig"
1,"dorsum","noun","ryg "
13,"draco","noun","drage"
3,"dragma","noun","dragma 	"
1,"Drusilla","proper_noun","Drusilla"
1,"dubitatio","noun","tvivl"
3,"dubito","verb","tvivler"
1,"dubium","noun","tvivl"
1,"dubius","adjective","urolig"
1,"ducatus","noun","kommando"
6,"ducenti","cardinal_numeral","200"
57,"duco","verb","fører"
3,"dulcis","adjective","sød"
39,"dum","subjunction","imens"
1,"dummodo","subjunction","på betingelse af"
122,"duo","cardinal_numeral","to"
74,"duodecim","cardinal_numeral","12"
1,"duodecimus","ordinal_numeral","12."
1,"duplex","adjective","dobbelt"
1,"duplico","verb","fordobler"
2,"duplus","adjective","dobbelt så stor"
1,"dupondius","noun","to skilling"
2,"dure","adverb","hårdt"
4,"duritia","noun","hårdhed"
5,"durus","adjective","hård"
7,"dux","noun","leder"
1,"dysenteria","noun","dysenteri"
1,"Eber","proper_noun","Eber"
3,"ebrietas","noun","drukkenskab; rus"
2,"ebriosus","adjective","drikfældig"
6,"ebrius","adjective","fuld"
1,"ebur","noun","elfenben"
221,"ecce","interjection","se"
102,"ecclesia","noun","kirke"
1,"edictum","noun","bekendtgørelse"
1,"edissero","verb","udvikler"
17,"edo","verb","spiser"
2,"edoceo","verb","lærer"
17,"educo I","verb","udfører"
1,"educo II","verb","opføder"
5,"effero","verb","bærer ud"
16,"efficio","verb","laver"
1,"effigies","noun","billede"
2,"effodio","verb","udgraver"
5,"effugio","verb","undgår"
25,"effundo","verb","udgyder"
1,"Efrem","proper_noun","Efrem"
5,"egenus","adjective","trængende"
12,"egeo","verb","mangler"
1282,"ego","personal_pronoun","jeg"
36,"egredior","verb","går ud"
73,"eicio","verb","kaster ud"
1,"eiulo","verb"," hyler; jamrer"
1,"Elamitae","noun","elamitter"
2,"Eleazar","proper_noun","Eleazar"
6,"electio","noun","valg"
4,"elementum","noun","princip; element"
13,"elemosyna","noun","almisse"
7,"elevo","verb","hæver"
3,"Eliachim","proper_noun","Eljakim"
3,"elido","verb","slår"
1,"Eliezer","proper_noun","Eliezer"
40,"eligo","verb","udvælger"
9,"Elisabeth","proper_noun","Elisabeth"
2,"Eliud","proper_noun","Eliud"
1,"eloquens","adjective","veltalende"
1,"eloquium","noun","veltalenhed"
2,"eloquor","verb","udtaler"
1,"Elymas","proper_noun","Elymas"
1,"emendo","verb","forbedrer"
2,"emineo","verb","rager"
4,"emitto","verb","bortsender"
1,"Emmanuhel","proper_noun","Immanuel"
1,"Emmaus","proper_noun","Emmaus"
1,"Emmor","proper_noun","Hamor"
29,"emo","verb","køber"
2,"emorior","verb"," dør bort"
2,"emundatio","noun","rensning"
4,"enarro","verb","fortæller til ende"
1,"enato","verb","svømmer ud"
2,"enavigo","verb","sejler ud"
1,"encenium","noun","festen for genindvielsen"
1,"enigma","noun","gåde"
743,"enim","adverb","nemlig"
2,"Enoch","proper_noun","Enok"
1,"Enos","proper_noun","Enosh"
1,"enutrio","verb","opføder"
19,"eo","adverb","der"
129,"eo","verb","jeg går"
2,"Epafroditus","proper_noun","Epafroditus"
2,"Epaphras","proper_noun","Epafras"
1,"Ephaenetus","proper_noun","Epainetos"
5,"Ephesius","adjective","fra Efesos"
15,"Ephesus","proper_noun","Efesos"
1,"epicureus","adjective","epikuræisk"
1,"episcopatus","noun","embede"
3,"episcopus","noun","biskop"
21,"epistula","noun","brev"
1,"eppheta","foreign_word","Effatha"
1,"epulae","noun","måltid"
7,"epulor","verb","spiser"
2,"eques","noun","ridder"
1,"equester","adjective","rytter-"
16,"equus","noun","hest"
4,"eradico","verb","rykker op med rod"
3,"Erastus","proper_noun","Erastos"
2,"erga","preposition","mod"
397,"ergo","adverb","altså"
6,"erigo","verb","oprejser"
10,"eripio","verb","udriver"
2,"erogo","verb","udbetaler"
11,"erro","verb","vanker; flakker"
7,"error","noun","fejl"
8,"erubesco","verb"," rødmer"
1,"eructo","verb","opbrækker"
3,"erudio","verb","underviser; lærer"
1,"eruditor","noun","underviser; lærer"
2,"erugo","noun","møl"
1,"erumpo","verb","bryder ud"
4,"eruo","verb","udgraver"
21,"Esaias","proper_noun","Esajas"
2,"Esau","proper_noun","Esau"
17,"esca","noun","føde; mad"
1,"Esli","proper_noun","Esli"
3,"Esrom","proper_noun","Hesron"
24,"esurio","verb","er sulten"
532,"et","adverb","og"
7957,"et","conjunction","og"
11,"etenim","adverb","nemlig"
3,"ethnicus","adjective","hedensk"
77,"etiam","adverb","også"
1,"etsi","subjunction","skønt"
1,"Eubulus","proper_noun","Eubulos"
2,"Eufrates","proper_noun","Eufrat"
3,"euge","interjection","herligt; fortræffeligt"
1,"Euhodia","proper_noun","Euodia"
8,"eunuchus","noun","eunuk; kastrat"
1,"Euroaquilo","proper_noun","nordøsten"
1,"Eutychus","proper_noun","Eutykos"
1,"Eva","proper_noun","Eva"
16,"evacuo","verb","ophæver"
4,"evado","verb","går ud"
1,"evagino","verb","drækker"
4,"evanesco","verb","forsvinder"
2,"evangelista","noun","evangalist"
70,"evangelium","noun","evangelium"
39,"evangelizo","verb","prædiker"
1,"evenio","verb","kommer frem"
1,"everro","verb","fejer ud"
3,"everto","verb","drejer"
2,"evidens","adjective","øjensynlig"
2,"evigilo","verb","vågner op"
1,"evomo","verb","brækker op"
446,"ex","preposition","fra; ud af"
4,"ex","subjunction","fra; ud af"
2,"exactor","noun","uddriver"
1,"exaestuo","verb","bruser"
19,"exalto","verb","styrter"
1,"examino","verb","afvejer"
1,"exardesco","verb","opflammes"
1,"exaresco","verb","hentørres"
6,"exaudio","verb","hører"
3,"excaeco","verb","gør blind"
3,"excaedo","verb","udhugger"
1,"excedo","verb","går ud"
1,"excellens","adjective","fremragende"
2,"excello","verb","hæver mig"
2,"excelsum","noun","det højeste"
5,"excelsus","adjective","høj; ragende op"
3,"excessus","noun","bortgan"
6,"excido I","verb","falder ud"
5,"excido II","verb","udhugger"
11,"excipio","verb","undtager"
6,"excito","verb","vækker"
15,"exclamo","verb","råber"
2,"excludo","verb","udelukker"
1,"excolo","verb","uddanner"
1,"excusatio","noun","undskyldning"
4,"excuso","verb","undskylder"
6,"excutio","verb","ryster"
1,"ex(s)ecratus","adjective","forbandet"
3,"exemplum","noun","eksemplum"
159,"exeo","verb","går ud"
1,"exerceo","verb","bevæger"
1,"exercitatio","noun","øvelse"
8,"exercitus","noun","hær"
1,"exfornicatus","adjective","unaturlig"
13,"exhibeo","verb","skaffer"
8,"exhortatio","noun","opmuntrin"
17,"exhortor","verb","tilskynder "
1,"exigo","verb","uddriver"
1,"exiguus","adjective","lille; kort; smal"
5,"ex(s)ilio","verb","springer ud"
1,"eximo","verb","tager bort"
2,"exinanio","verb","tømmer"
6,"exinde","adverb","derefter"
28,"existimo","verb","vurderer"
2,"ex(s)isto","verb","fremstår"
1,"exitus","noun","udgang"
1,"exorcista","noun","dæmonbesværger"
4,"exorior","verb","kommer frem"
1,"expando","verb","udbreder"
1,"expavesco","verb","bliver bange; forskrækker"
3,"ex(s)pectatio","noun","forventning"
1,"ex(s)pecto","verb","venter"
10,"expedio","verb","udvikler"
4,"expello","verb","udjager"
1,"expergefacio","verb","vækker "
4,"experimentum","noun","prøve; forsøg"
1,"expers","adjective","udelagtig"
1,"expeto","verb","træffer"
6,"ex(s)piro","verb","udånder"
4,"expleo","verb","fylder"
1,"expletio","noun","tilfredsstillelse"
2,"explico","verb","udfolder"
1,"exploro","verb","udforsker"
3,"expolio","verb","glatter; polerer"
6,"expono","verb","sætter ud"
3,"exprobro","verb","forekaster"
2,"expugno","verb","indtager"
5,"ex(s)puo","verb","udspytter"
1,"expurgo","verb","renser"
1,"exquaero","verb","oplyser"
25,"exspecto","verb","afventer"
1,"exsuscito","verb","opvækker"
1,"extasis","noun","forundring"
17,"extendo","verb","udspænder"
4,"exter","adjective","fremmed"
2,"extergeo","verb","aftørrer"
2,"extergo","verb","aftørrer"
1,"Exterminans","proper_noun","afgrundens engel;"
1,"exterminator","noun","ødelægger"
2,"extermino","verb","jager"
2,"exterreo","verb","forbløffer"
7,"ex(s)tinguo","verb","udslukker"
5,"extollo","verb","hæver"
1,"extra","adverb","udenfor"
19,"extra","preposition","udenfor"
1,"extraho","verb","drager"
3,"extremum","noun","det yderste"
2,"extrinsecus","adverb","udenfra"
3,"ex(s)ultatio","noun","overdreven lystighed"
12,"ex(s)ulto","verb","springer "
3,"exuo","verb","drager"
1,"ex(s)upero","verb","hæver mig"
18,"ex(s)urgo","verb","rejser mig op"
2,"Ezechias","proper_noun","Hizkija"
2,"faber","noun","tømmer"
2,"fabula","noun","slader"
1,"fabulor","verb","sladrer"
64,"facies","noun","form"
3,"facile","adverb","nemt"
4,"facilis","adjective","nem"
1,"facinus","noun","ugerning"
939,"facio","verb","gør; laver"
1,"factor","noun","den, som gør"
7,"factum","noun","handling"
1,"factura","noun","danner"
1,"facula","noun","fakkel"
3,"facultas","noun","mulighed"
1,"faenerator","noun","ågerkarl"
1,"faeneror","verb","udlåner"
8,"faenum","noun","græs"
3,"fallacia","noun","bedrageri"
1,"fallo","verb","bedrager"
14,"falsus","adjective","falsk"
8,"falx","noun","segl"
6,"fama","noun","rygte"
12,"fames","noun","hunger"
15,"familia","noun","familie"
2,"fantasma","noun","spøgelse"
2,"farina","noun","mel"
1,"fas","noun","pligt"
1,"fasciculus","noun","knippe"
1,"fascino","verb","forhekser"
2,"fatigatio","noun","udmattelse"
1,"fatigo","verb","trætter"
4,"fatuus","adjective","sindssvag"
1,"favus","noun","voksskive"
1,"fax","noun","fakkel"
2,"febricito","verb","har feber"
6,"febris","noun","feber"
2,"fel","noun","galde"
9,"Felix","proper_noun","Felix"
5,"femina","noun","kvinde"
1,"femur","noun","lår"
2,"fenestra","noun","åbning"
7,"fere","adverb","næsten"
2,"fermento","verb","surdej"
13,"fermentum","noun","gæring"
34,"fero","verb","bærer"
5,"ferreus","adjective","jern-"
1,"ferrum","noun","jern"
1,"ferus","adjective","vild"
1,"ferveo","verb","syder"
1,"fervo","verb","syder"
1,"festinanter","adverb","skyndsomt"
2,"festinatio","noun","hastværk"
8,"festino","verb","skynder mig"
1,"festivitas","noun","fornøjelse"
6,"festuca","noun","kvist"
2,"festum","noun","festlig"
21,"festus","adjective","festlig"
12,"Festus","proper_noun","Festus"
12,"fiala","noun","skål"
1,"fictilis","adjective","ler-"
4,"ficulnea","noun","figentræ"
13,"ficus","noun","figentræ"
45,"fidelis","adjective","tro; ærlig"
158,"fides","noun","troskab; tro"
1,"fido","verb","stoler"
14,"fiducia","noun","tillid"
4,"fiducialiter","adverb","frimodigt"
1,"figmentum","noun","figur; form"
1,"figo","verb","fæster"
4,"figulus","noun","pottemager"
5,"figura","noun","figur"
29,"filia","noun","datter"
4,"filiolus","noun","børn; lille søn"
415,"filius","noun","søn"
1,"Filologus","proper_noun","Filologos"
4,"fimbria","noun","trævl"
1,"fimbriae","noun","trævl"
4,"fingo","verb","danner"
1,"finio","verb","begrænser"
40,"finis","noun","ende"
1,"finitimus","adjective","liggende nær ved"
165,"fio","verb","sker"
2,"firmo","verb","befæster"
