"Occurrences","lex","Lexeme","None","Peal","Peil","Pael","Hafel","Afel","Shafel","Hofal","Hitpeel","Hitpaal","Hishtafal","Etpeel","Etpaal"
5,"MNH[","מנה ",,"zählen",,"bestellen, einsetzen",,,,,,,,,
2,"MNXH/","מִנְחָה ","Opfer",,,,,,,,,,,,
1,"MNJN/","מִנְיָן ","Zahl",,,,,,,,,,,,
1,"M<BD/","מַעֲבָד ","Werk, Tat",,,,,,,,,,,,
1,"M<H/","מְעֵה ","Bauch",,,,,,,,,,,,
1,"M<L/","מֶעַל ","Eintritt; Sonnenuntergang",,,,,,,,,,,,
4,"MR>/","מָרֵא ","Herr",,,,,,,,,,,,
1,"MRD/","מְרַד I","Empörung",,,,,,,,,,,,
2,"MRD=/","מָרָד II","aufrührerisch",,,,,,,,,,,,
1,"MRV[","מרט ",,,"ausgerauft",,,,,,,,,,
1,"MCH/","מֹשֶׁה ","Mose",,,,,,,,,,,,
2,"MCX/","מְשַׁח ","Öl",,,,,,,,,,,,
6,"MCKB/","מִשְׁכַּב ","Lager",,,,,,,,,,,,
1,"MCKN/","מִשְׁכַּן ","Wohnung",,,,,,,,,,,,
4,"MCRWQJ/","מַשְׁרֹוקִי ","Rohrpfeife",,,,,,,,,,,,
1,"MCT>/","מִשְׁתֵּא ","Gelage",,,,,,,,,,,,
3,"MTNH/","מַתְּנָה ","Gabe",,,,,,,,,,,,
1,"NB>[","נבא ",,,,,,,,,,"als Prophet auftreten",,,
1,"NBW>H/","נְבוּאָה ","Prophezeiung",,,,,,,,,,,,
31,"NBWKDNYR/","נְבוּכַדְנֶצַּר ","Nebukadnezzar",,,,,,,,,,,,
2,"NBZBH/","נְבִזְבָּה ","Geschenk",,,,,,,,,,,,
4,"NBJ>/","נְבִיא ","Prophet",,,,,,,,,,,,
1,"NBRCH/","נֶבְרְשָׁה ","Leuchter",,,,,,,,,,,,
1,"NGD/","נֶגֶד ","nach, gegen",,,,,,,,,,,,
1,"NGD[","נגד ",,"fließen",,,,,,,,,,,
1,"NGH/","נְגַהּ ","Helle",,,,,,,,,,,,
4,"NDB[","נדב ",,,,,,,,,,"willig sein; spenden",,,
2,"NDBK/","נִדְבָּךְ ","Schicht",,,,,,,,,,,,
1,"NDD[","נדד ",,"fliehen",,,,,,,,,,,
1,"NDNH/","נִדְנֶה ","Scheide, Körper?",,,,,,,,,,,,
1,"NHWR/","נְהֹור ","Licht",,,,,,,,,,,,
2,"NHJRW/","נַהִירוּ ","Erleuchtung",,,,,,,,,,,,
15,"NHR/","נְהַר ","Strom; Eufrat",,,,,,,,,,,,
1,"NWD[","נוד ",,"fliehen",,,,,,,,,,,
3,"NWLW/","נְוָלוּ ","Abfallhaufen",,,,,,,,,,,,
17,"NWR/","נוּר ","Feuer",,,,,,,,,,,,
4,"NZQ[","נזק ",,"zu Schaden kommen",,,"schädigen",,,,,,,,
9,"NXC/","נְחָשׁ ","Kupfer, Bronze",,,,,,,,,,,,
6,"NXT[","נחת ",,"herabsteigen",,,"niederlegen","niederlegen",,"gestürzt werden",,,,,
2,"NVL[","נטל ",,"erheben, aufheben","emporgehoben werden",,,,,,,,,,
1,"NVR[","נטר ",,"bewahren",,,,,,,,,,,
2,"NJXWX/","נִיחֹוחַ ","Räucheropfer",,,,,,,,,,,,
2,"NKS/","נְכַס ","Reichtum, Besitz",,,,,,,,,,,,
1,"NMR/","נְמַר ","Panther",,,,,,,,,,,,
1,"NSX[","נסח ",,,,,,,,,"herausgerissen werden",,,,
1,"NSK/","נְסַךְ ","Trankopfer",,,,,,,,,,,,
1,"NSK[","נסך ",,,,"ausgießen",,,,,,,,,
11,"NPL[","נפל ",,"fallen; nötig sein",,,,,,,,,,,
11,"NPQ[","נפק ",,"ausgehen",,,"herausholen",,,,,,,,
2,"NPQH/","נִפְקָה ","Kosten",,,,,,,,,,,,
1,"NYBH/","נִצְבָּה ","Härte",,,,,,,,,,,,
1,"NYX[","נצח ",,,,,,,,,,"sich hervortun",,,
3,"NYL[","נצל ",,,,,"retten",,,,,,,,
1,"NQ>/","נְקֵא ","rein",,,,,,,,,,,,
1,"NQC[","נקשׁ ",,"schlagen",,,,,,,,,,,
3,"NF>[","נשׂא ",,"nehmen, forttragen",,,,,,,,"sich erheben gegen",,,
1,"NCJN/","נְשִׁין ","Frauen",,,,,,,,,,,,
1,"NCMH/","נִשְׁמָה ","Lebensodem",,,,,,,,,,,,
2,"NCR/","נְשַׁר ","Adler",,,,,,,,,,,,
3,"NCTWN/","נִשְׁתְּוָן ","Dekret",,,,,,,,,,,,
1,"NTJN/","נְתִין ","Tempelsklave",,,,,,,,,,,,
7,"NTN[","נתן ",,"geben",,,,,,,,,,,
1,"NTR[","נתר ",,,,,,"abstreifen",,,,,,,
1,"SBL[","סבל ",,,,"erhalten werden?; dargebracht werden?",,,,,,,,,
1,"SBR[","סבר ",,"beabsichtigen",,,,,,,,,,,
12,"SGD[","סגד ",,"huldigen",,,,,,,,,,,
5,"SGN/","סְגַן ","Vorsteher",,,,,,,,,,,,
1,"SGR[","סגר ",,"verschließen",,,,,,,,,,,
3,"SWMPNJH/","סוּמְפֹּנְיָה ","Sackpfeife?",,,,,,,,,,,,
5,"SWP/","סֹוף ","Ende",,,,,,,,,,,,
2,"SWP[","סוף ",,"sich erfüllen",,,"vernichten",,,,,,,,
8,"SLQ[","סלק ",,"hinaufgehen, hinaufkommen",,,"hinaufbringen",,,"heraufgeholt werden",,,,,
1,"S<D[","סעד ",,,,"unterstützen",,,,,,,,,
5,"SPR/","סְפַר I","Buch",,,,,,,,,,,,
6,"SPR=/","סָפַר II","Schreiber",,,,,,,,,,,,
2,"SRBL/","סַרְבָּל ","Hose?; Mantel?",,,,,,,,,,,,
5,"SRK/","סָרַךְ ","hoher Beamter, Minister",,,,,,,,,,,,
1,"STR=[","סתר II",,"zerstören",,,,,,,,,,,
1,"STR[","סתר I",,,,"verborgen sein",,,,,,,,,
7,"<BD/","עֲבֵד ","Diener",,,,,,,,,,,,
28,"<BD[","עבד ",,"tun, handeln; machen",,,,,,,"getan, gemacht werden",,,,
14,"<BD_NGW/","עֲבֵד נְגֹו ","Abed-Nego",,,,,,,,,,,,
6,"<BJDH/","עֲבִידַה ","Arbeit; Verwaltung",,,,,,,,,,,,
14,"<BR/","עֲבַר ","jenseits",,,,,,,,,,,,
35,"<D","עַד ","bis",,,,,,,,,,,,
9,"<DH[","עדה ",,"gehen, kommen; weggehen; genommen werden",,,"wegnehmen, absetzen",,,,,,,,
2,"<DW>/","עִדֹּוא ","Iddo",,,,,,,,,,,,
13,"<DN/","עִדָּן ","Zeit; Jahr",,,,,,,,,,,,
1,"<WD/","עֹוד ","noch",,,,,,,,,,,,
1,"<WJH/","עֲוָיָה ","Vergehen",,,,,,,,,,,,
2,"<WP/","עֹוף ","Vogel; Vögel",,,,,,,,,,,,
1,"<WR/","עוּר ","Spreu",,,,,,,,,,,,
1,"<Z/","עֵז ","Ziege",,,,,,,,,,,,
2,"<ZQH/","עִזְקָה ","Siegelring",,,,,,,,,,,,
3,"<ZR>/","עֶזְרָא ","Esra",,,,,,,,,,,,
1,"<ZRJH/","עֲזַרְיָה ","Asarja",,,,,,,,,,,,
1,"<VH/","עֵטָה ","Rat",,,,,,,,,,,,
5,"<JN/","עַיִן ","Auge",,,,,,,,,,,,
3,"<JR/","עִיר ","Wächter, Engel",,,,,,,,,,,,
104,"<L","עַל ","auf, über, gegen, betreffend",,,,,,,,,,,,
1,"<L>","עֵלָּא ","oben",,,,,,,,,,,,
3,"<LH/","עִלָּה ","Grund zur Anklage",,,,,,,,,,,,
1,"<LWH/","עַלְוָה ","Brandopfer",,,,,,,,,,,,
10,"<LJ/","עִלָּי I","höchster",,,,,,,,,,,,
1,"<LJ=/","עִלִּי II","Obergemach",,,,,,,,,,,,
4,"<LJWN/","עֶלְיֹון ","höchster",,,,,,,,,,,,
14,"<LL[","עלל ",,"hineingehen",,,"hereinbringen",,,"hineingebracht werden",,,,,
20,"<LM/","עָלַם ","ferne Zeit, Ewigkeit",,,,,,,,,,,,
1,"<LMJ/","עֵלָמִי ","Elamiter",,,,,,,,,,,,
1,"<L</","עֲלַע ","Rippe",,,,,,,,,,,,
22,"<M","עִם ","zusammen mit; bei",,,,,,,,,,,,
15,"<M/","עַם ","Volk",,,,,,,,,,,,
1,"<MJQ/","עַמִּיק ","tief",,,,,,,,,,,,
1,"<MR/","עֲמַר ","Wolle",,,,,,,,,,,,
1,"<NH/","עֲנֵה ","elend",,,,,,,,,,,,
30,"<NH[","ענה ",,"antworten, anheben",,,,,,,,,,,
1,"<NN/","עֲנָן ","Wolke",,,,,,,,,,,,
4,"<NP/","עֲנַף ","Zweig",,,,,,,,,,,,
1,"<NC/","עֲנָשׁ ","Buße, Strafe",,,,,,,,,,,,
3,"<PJ/","עֳפִי ","Laub",,,,,,,,,,,,
1,"<YJB/","עֲצִיב ","betrübt",,,,,,,,,,,,
3,"<QR/","עִקַּר ","Wurzelstock",,,,,,,,,,,,
1,"<QR[","עקר ",,,,,,,,,,,,"ausgerissen werden",
1,"<R/","עָר ","Widersacher",,,,,,,,,,,,
4,"<RB[","ערב ",,,,"gemischt sein",,,,,,"sich mischen",,,
1,"<RD/","עֲרָד ","Wildesel",,,,,,,,,,,,
1,"<RWH/","עַרְוָה ","Schande",,,,,,,,,,,,
5,"<FB/","עֲשַׂב ","Kräuter, Gras",,,,,,,,,,,,
6,"<FR/","עֲשַׂר ","zehn",,,,,,,,,,,,
1,"<FRJN/","עֶשְׂרִין ","zwanzig",,,,,,,,,,,,
1,"<CT[","עשׁת ",,"beabsichtigen",,,,,,,,,,,
1,"<TJD/","עֲתִיד ","bereit",,,,,,,,,,,,
3,"<TJQ/","עַתִּיק ","alt",,,,,,,,,,,,
10,"PXH/","פֶּחָה ","Statthalter",,,,,,,,,,,,
1,"PXR/","פֶּחָר ","Töpfer",,,,,,,,,,,,
1,"PVC/","פְּטַשׁ ","ein Kleidungsstück",,,,,,,,,,,,
1,"PLG/","פְּלַג ","Hälfte",,,,,,,,,,,,
1,"PLG[","פלג ",,"geteilt",,,,,,,,,,,
1,"PLGH/","פְּלֻגָּה ","Abteilung",,,,,,,,,,,,
10,"PLX[","פלח ",,"dienen",,,,,,,,,,,
1,"PLXN/","פָּלְחָן ","Dienst, Kult",,,,,,,,,,,,
6,"PM/","פֻּם ","Mund, Öffnung",,,,,,,,,,,,
2,"PS/","פַּס ","Handfläche",,,,,,,,,,,,
4,"PSNTRJN/","פְּסַנְתֵּרִין ","<Saiteninstrument>",,,,,,,,,,,,
20,"PRZL/","פַּרְזֶל ","Eisen",,,,,,,,,,,,
6,"PRS/","פָּרַס I","Persien",,,,,,,,,,,,
2,"PRS=/","פְּרֵס II","Halbschekel",,,,,,,,,,,,
1,"PRS[","פרס ",,,"zerteilen",,,,,,,,,,
1,"PRSJ/","פַּרְסָי ","Perser",,,,,,,,,,,,
1,"PRQ[","פרק ",,"tilgen",,,,,,,,,,,
1,"PRC[","פרשׁ ",,,,"deutlich sein?",,,,,,,,,
3,"PRCGN/","פַּרְשֶׁגֶן ","Abschrift",,,,,,,,,,,,
31,"PCR/","פְּשַׁר ","Deutung",,,,,,,,,,,,
2,"PCR[","פשׁר ",,"deuten",,"deuten",,,,,,,,,
6,"PTGM/","פִּתְגָם ","Wort; Erlass",,,,,,,,,,,,
2,"PTX[","פתח ",,"geöffnet","geöffnet",,,,,,,,,,
2,"PTJ/","פְּתָי ","Breite",,,,,,,,,,,,
10,"YBH[","צבה ",,"wollen, begehren",,,,,,,,,,,
1,"YBW/","צְבוּ ","Sache",,,,,,,,,,,,
5,"YB<[","צבע ",,,,"benetzen",,,,,,"benetzt werden",,,
2,"YD/","צַד ","Seite",,,,,,,,,,,,
1,"YD>","צְדָא ","wirklich",,,,,,,,,,,,
1,"YDQH/","צִדְקָה ","Mildtätigkeit",,,,,,,,,,,,
3,"YW>R/","צַוַּאר ","Hals",,,,,,,,,,,,
2,"YLH[","צלה ",,,,"beten",,,,,,,,,
4,"YLX[","צלח ",,,,,"gut gehen lassen; vorankommen",,,,,,,,
17,"YLM/","צְלֵם ","Standbild",,,,,,,,,,,,
1,"YPJR/","צְפִיר ","Bock",,,,,,,,,,,,
4,"YPR/","צִפַּר ","Vogel",,,,,,,,,,,,
29,"QBL/","קֳבֵל ","vor, gegenüber, wegen, weil",,,,,,,,,,,,
3,"QBL[","קבל ",,,,"empfangen",,,,,,,,,
13,"QDJC/","קַדִּישׁ ","heilig",,,,,,,,,,,,
42,"QDM/","קֳדָם ","vor",,,,,,,,,,,,
2,"QDMH/","קַדְמָה ","frühere Zeit",,,,,,,,,,,,
3,"QDMJ/","קַדְמָי ","erster",,,,,,,,,,,,
35,"QWM[","קום ",,"aufstehen, dastehen, bestehen",,"erlassen","aufstellen, einsetzen, erlassen","aufstellen, einsetzen, erlassen",,"aufgestellt werden",,,,,
7,"QVL[","קטל ",,"töten","getötet werden","töten",,,,,"getötet werden","getötet werden",,,
3,"QVR/","קְטַר ","Knoten; Gelenk; schwierige Aufgabe",,,,,,,,,,,,
1,"QJV/","קַיִט ","Sommer",,,,,,,,,,,,
2,"QJM/","קַיָּם I","dauernd",,,,,,,,,,,,
2,"QJM=/","קְיָם II","Verordnung",,,,,,,,,,,,
7,"QL/","קָל ","Stimme, Klang",,,,,,,,,,,,
1,"QNH[","קנה ",,"kaufen",,,,,,,,,,,
1,"QYP/","קְצַף ","Grimm",,,,,,,,,,,,
1,"QYP[","קצף ",,"ergrimmen",,,,,,,,,,,
1,"QYY[","קצץ ",,,,"abhauen",,,,,,,,,
3,"QYT/","קְצָת ","Ende; Teil",,,,,,,,,,,,
11,"QR>[","קרא ",,"rufen; lesen","gelesen werden",,,,,,"gerufen werden",,,,
1,"QRB/","קְרָב ","Krieg",,,,,,,,,,,,
9,"QRB[","קרב ",,"hinzutreten",,"darbringen","hinführen, darbringen",,,,,,,,
9,"QRJH/","קִרְיָה ","Stadt",,,,,,,,,,,,
14,"QRN/","קֶרֶן ","Horn",,,,,,,,,,,,
2,"QRY/","קְרַץ ","Stück",,,,,,,,,,,,
2,"QCV/","קְשֹׁט ","Wahrheit",,,,,,,,,,,,
4,"QTRS/","קַתְרֹס ","Zither",,,,,,,,,,,,
14,"R>C/","רֵאשׁ ","Kopf; Anfang",,,,,,,,,,,,
19,"RB/","רַב I","groß",,,,,,,,,,,,
4,"RB=/","רַב II","Oberst",,,,,,,,,,,,
6,"RBH[","רבה ",,"wachsen",,"erhöhen",,,,,,,,,
5,"RBW/","רְבוּ I","Größe",,,,,,,,,,,,
2,"RBW=/","רִבֹּו II","große Menge; zehntausend",,,,,,,,,,,,
6,"RBJ<J/","רְבִיעָי ","vierter",,,,,,,,,,,,
8,"RBRBNJN/","רַבְרְבָנִין ","Magnaten",,,,,,,,,,,,
1,"RGZ/","רְגַז ","Zorn",,,,,,,,,,,,
1,"RGZ[","רגז ",,,,,"erzürnen",,,,,,,,
7,"RGL/","רְגַל ","Fuß",,,,,,,,,,,,
3,"RGC[","רגשׁ ",,,,,"hereinstürmen?",,,,,,,,
2,"RW/","רֵו ","Aussehen",,,,,,,,,,,,
11,"RWX/","רוּחַ ","Wind; Geist",,,,,,,,,,,,
5,"RWM/","רוּם ","Höhe",,,,,,,,,,,,
4,"RWM[","רום ",,"sich erheben",,"sich erheben","erhöhen",,,,,"sich erheben",,,
9,"RZ/","רָז ","Geheimnis",,,,,,,,,,,,
4,"RXWM/","רְחוּם ","Rehum",,,,,,,,,,,,
1,"RXJQ/","רַחִיק ","fern",,,,,,,,,,,,
1,"RXMJN/","רַחֲמִין ","Barmherzigkeit",,,,,,,,,,,,
1,"RXY[","רחץ ",,,,,,,,,"sich verlassen auf",,,,
1,"RJX/","רֵיחַ ","Geruch",,,,,,,,,,,,
12,"RMH[","רמה ",,"werfen; hinsetzen; auferlegen","geworfen werden; hingesetzt werden",,,,,,"geworfen werden",,,,
2,"R<W/","רְעוּ ","Wille",,,,,,,,,,,,
6,"R<JWN/","רַעְיֹון ","Gedanke",,,,,,,,,,,,
1,"R<NN/","רַעְנַן ","wohl gedeihend",,,,,,,,,,,,
2,"R<<[","רעע ",,"zerschmettern",,"zerschmettern",,,,,,,,,
2,"RPS[","רפס ",,"zertreten",,,,,,,,,,,
7,"RCM[","רשׁם ",,"schreiben","geschrieben werden; unterzeichnet werden",,,,,,,,,,
6,"C>L[","שׁאל ",,"fragen, bitten",,,,,,,,,,,
1,"C>LH/","שְׁאֵלָה ","Frage; Sache",,,,,,,,,,,,
1,"C>LTJ>L/","שְׁאַלְתִּיאֵל ","Schealtiël",,,,,,,,,,,,
12,"C>R/","שְׁאָר ","Rest",,,,,,,,,,,,
5,"FB/","שָׂב ","Ältester",,,,,,,,,,,,
5,"CBX[","שׁבח ",,,,"preisen",,,,,,,,,
1,"CBV/","שְׁבַט ","Stamm",,,,,,,,,,,,
2,"CBJB/","שְׁבִיב ","Flamme",,,,,,,,,,,,
4,"FBK>/","שַׂבְּכָא ","<dreieckiges Musikinstrument>",,,,,,,,,,,,
6,"CB</","שְׁבַע ","sieben",,,,,,,,,,,,
5,"CBQ[","שׁבק ",,"zurücklassen, gewähren lassen",,,,,,,"überlassen werden an",,,,
1,"CBC[","שׁבשׁ ",,,,,,,,,,"verwirrt werden",,,
3,"FG>[","שׂגא ",,"groß werden",,,,,,,,,,,
13,"FGJ>/","שַׂגִּיא ","groß, viel",,,,,,,,,,,,
3,"CGL/","שֵׁגַל ","Nebenfrau des Königs",,,,,,,,,,,,
1,"CDR[","שׁדר ",,,,,,,,,,"sich bemühen",,,
14,"CDRK/","שַׁדְרַךְ ","Schadrach",,,,,,,,,,,,
1,"FHDW/","שָׂהֲדוּ ","Zeugnis",,,,,,,,,,,,
2,"CWH[","שׁוה ",,,,"gleich machen",,,,,,"gemacht werden zu",,,
3,"CWR/","שׁוּר ","Mauer",,,,,,,,,,,,
1,"CWCNKJ/","שׁוּשַׁנְכָי ","von Susa",,,,,,,,,,,,
3,"CXT[","שׁחת ",,"verdorben, schlecht",,,,,,,,,,,
1,"FVR/","שְׂטַר ","Seite",,,,,,,,,,,,
26,"FJM[","שׂים ",,"setzen, richten","(Befehl) gegen; legen",,,,,,"gelegt werden; gemacht werden zu",,,,
18,"CKX[","שׁכח ",,,,,"finden",,,,"gefunden werden",,,,
1,"FKL[","שׂכל ",,,,,,,,,,"betrachten",,,
3,"FKLTNW/","שָׂכְלְתָנוּ ","Einsicht",,,,,,,,,,,,
2,"CKN[","שׁכן ",,"wohnen",,"wohnen lassen",,,,,,,,,
1,"CLH/","שְׁלֵה ","sorglos",,,,,,,,,,,,
4,"CLW/","שָׁלוּ ","Nachlässigkeit",,,,,,,,,,,,
1,"CLWH/","שְׁלֵוָה ","Glück",,,,,,,,,,,,
14,"CLX[","שׁלח ",,"schicken","geschickt werden",,,,,,,,,,
7,"CLV[","שׁלט ",,"herrschen",,,"zum Herrn machen",,,,,,,,
14,"CLVN/","שָׁלְטָן I","Herrschaft",,,,,,,,,,,,
2,"CLVN=/","שִׁלְטֹן II","hoher Beamter",,,,,,,,,,,,
10,"CLJV/","שַׁלִּיט ","mächtig",,,,,,,,,,,,
4,"CLM/","שְׁלָם ","Wohlbefinden",,,,,,,,,,,,
3,"CLM[","שׁלם ",,"fertig sein",,,"vollständig machen; abliefern",,,,,,,,
12,"CM/","שֻׁם ","Name",,,,,,,,,,,,
1,"CMD[","שׁמד ",,,,,"vertilgen",,,,,,,,
38,"CMJN/","שְׁמַיִן ","Himmel",,,,,,,,,,,,
1,"CMM[","שׁמם ",,,,,,,,,,,,,"vor Schreck erstarren"
9,"CM<[","שׁמע ",,"hören",,,,,,,,"gehorchen",,,
2,"CMRJN/","שָׁמְרָיִן ","Samaria",,,,,,,,,,,,
1,"CMC/","שְׁמַשׁ ","Sonne",,,,,,,,,,,,
1,"CMC[","שׁמשׁ ",,,,"dienen",,,,,,,,,
4,"CMCJ/","שִׁמְשַׁי ","Schimschai",,,,,,,,,,,,
3,"CN/","שֵׁן ","Zahn",,,,,,,,,,,,
1,"FN>[","שׂנא ",,"hassen, Feind sein",,,,,,,,,,,
7,"CNH/","שְׁנָה I","Jahr",,,,,,,,,,,,
1,"CNH=/","שְׁנָה II","Schlaf",,,,,,,,,,,,
21,"CNH[","שׁנה ",,"verändert werden; verschieden sein",,"verwandeln","abändern; übertreten",,,,,,,,"sich ändern"
5,"C<H/","שָׁעָה ","Augenblick",,,,,,,,,,,,
3,"F<R/","שְׂעַר ","Haar",,,,,,,,,,,,
1,"CPV[","שׁפט ",,"richten",,,,,,,,,,,
2,"CPJR/","שַׁפִּיר ","schön",,,,,,,,,,,,
1,"CPL/","שְׁפַל ","niedrig",,,,,,,,,,,,
4,"CPL[","שׁפל ",,,,,"erniedrigen",,,,,,,,
3,"CPR[","שׁפר ",,"gefallen",,,,,,,,,,,
1,"CPRPR/","שְׁפַרְפָּר ","Morgendämmerung",,,,,,,,,,,,
1,"CQ/","שָׁק ","Unterschenkel",,,,,,,,,,,,
6,"CRH[","שׁרה ",,"lösen; wohnen",,"beginnen",,,,,,"sich lösen",,,
3,"CRC/","שְׁרֹשׁ ","Wurzel",,,,,,,,,,,,
1,"CRCJ/","שְׁרֹשִׁי ","Verbannung",,,,,,,,,,,,
2,"CCBYR/","שֵׁשְׁבַּצַּר ","Scheschbazzar",,,,,,,,,,,,
2,"CT/","שֵׁת ","sechs",,,,,,,,,,,,
5,"CTH[","שׁתה ",,"trinken",,,,,,,,,,,
4,"CTJN/","שִׁתִּין ","sechzig",,,,,,,,,,,,
4,"CTR_BWZNJ/","שְׁתַר בֹּוזְנַי ","Schetar-Bosnai",,,,,,,,,,,,
1,"TBR[","תבר ",,"brechen; zerbrechlich",,,,,,,,,,,
1,"TGMWL/","תַּגְמוּל ","Guttat",,,,,,,,,,,,
2,"TDJR/","תְּדִיר ","Fortdauer",,,,,,,,,,,,
8,"TWB[","תוב ",,"zurückkehren",,,"zurückgeben; antworten",,,,,,,,
1,"TWH[","תְּוַהּ ",,"erschrecken",,,,,,,,,,,
7,"TWR/","תֹּור ","Rind",,,,,,,,,,,,
5,"TXWT/","תְּחֹות ","unter",,,,,,,,,,,,
1,"TLG/","תְּלַג ","Schnee",,,,,,,,,,,,
1,"TLJTJ/","תְּלִיתָי ","dritter",,,,,,,,,,,,
11,"TLT/","תְּלָת I","drei",,,,,,,,,,,,
3,"TLT=/","תְּלָת II","Triumvir?",,,,,,,,,,,,
2,"TLTJN/","תְּלָתִין ","dreißig",,,,,,,,,,,,
4,"TMH","תַּמָּה ","dort",,,,,,,,,,,,
3,"TMH/","תְּמַהּ ","Wunder",,,,,,,,,,,,
1,"TNJN/","תִּנְיָן ","zweiter",,,,,,,,,,,,
1,"TNJNWT","תִּנְיָנוּת ","wieder",,,,,,,,,,,,
2,"TPTJ/","תִּפְתָּי ","Polizeibeamter",,,,,,,,,,,,
5,"TQJP/","תַּקִּיף ","stark",,,,,,,,,,,,
2,"TQL/","תְּקֵל ","Schekel <Gewichtseinheit>",,,,,,,,,,,,
1,"TQL[","תקל ",,,"gewägt",,,,,,,,,,
1,"TQN[","תקן ",,,,,,,,"wieder eingesetzt werden",,,,,
1,"TQP/","תְּקֹף I","Stärke",,,,,,,,,,,,
1,"TQP=/","תְּקַף II","Stärke",,,,,,,,,,,,
5,"TQP[","תקף ",,"stark sein, werden",,"in Kraft setzen",,,,,,,,,
4,"TRJN/","תְּרֵין ","zwei",,,,,,,,,,,,
2,"TR</","תְּרַע I","Tür; Hof",,,,,,,,,,,,
1,"TR<=/","תָּרָע II","Torhüter",,,,,,,,,,,,
4,"TTNJ/","תַּתְּנַי ","Tattenai",,,,,,,,,,,,
