"Occurrences","Lexeme","Strong's number","Strong's unreliable?","Gloss"
3,"δίκη",1349,"no","justice, judicial hearing, punishment"
12,"δίκτυον",1350,"no","fishing-net"
1,"δίλογος",1351,"no","double-tongued, deceitful"
53,"διό",1352,"no","wherefore"
2,"διοδεύω",1353,"no","journey through, go about"
1,"Διονύσιος",1354,"no","Dionysius"
2,"διόπερ",1355,"no","wherefore"
1,"διοπετής",1356,"no","fallen from the sky"
1,"διόρθωμα",1357,"yes","improvement, reformation"
1,"διόρθωσις",1357,"no","improvement, reformation"
4,"διορύσσω",1358,"no","dig through, break through"
1,"Διόσκουροι",1359,"no","Dioscuri, Castor and Pollux"
24,"διότι",1360,"no","on this account, because, for"
1,"Διοτρέφης",1361,"no","Diotrephes"
4,"διπλοῦς",1362,"no","double, two-fold"
1,"διπλόω",1363,"no","double"
6,"δίς",1364,"no","twice"
1,"δισμυριάς",3461,"no","myriad, ten thousand"
2,"διστάζω",1365,"no","waver, doubt"
3,"δίστομος",1366,"no","two-edged"
1,"δισχίλιοι",1367,"no","two thousand"
1,"διϋλίζω",1368,"no","strain, put through a sieve"
1,"διχάζω",1369,"no","set at variance, make to be hostile"
2,"διχοστασία",1370,"no","division, dissension"
2,"διχοτομέω",1371,"no","cut in two, scourge severely"
16,"διψάω",1372,"no","thirst for, desire earnestly"
1,"δίψος",1373,"no","thirst"
2,"δίψυχος",1374,"no","double-minded, wavering"
10,"διωγμός",1375,"no","persecution"
1,"διώκτης",1376,"no","persecutor"
45,"διώκω",1377,"no","pursue, persecute"
5,"δόγμα",1378,"no","decree, edict, ordinance"
1,"δογματίζω",1379,"no","subject to regulations, decree"
62,"δοκέω",1380,"no","think, seem, appear, it seems"
22,"δοκιμάζω",1381,"no","put to the test, prove, examine"
1,"δοκιμασία",1382,"yes","trial, proof; tried, approved character"
7,"δοκιμή",1382,"no","trial, proof; tried, approved character"
2,"δοκίμιον",1383,"no","test, trial, what is genuine"
7,"δόκιμος",1384,"no","approved, acceptable"
6,"δοκός",1385,"no","beam"
1,"δόλιος",1386,"no","treacherous, deceitful"
1,"δολιόω",1387,"no","act deceitfully, deceive"
11,"δόλος",1388,"no","deceit, guile, treachery"
1,"δολόω",1389,"no","adulterate, corrupt"
4,"δόμα",1390,"no","gift"
166,"δόξα",1391,"no","honor, renown, glory splendor"
61,"δοξάζω",1392,"no","glorify, honor, bestow glory on"
2,"Δορκάς",1393,"no","Dorcas"
2,"δόσις",1394,"no","giving, gift."
1,"δότης",1395,"no","giver"
1,"δουλαγωγέω",1396,"no","enslave"
5,"δουλεία",1397,"no","slavery, bondage"
25,"δουλεύω",1398,"no","am a slave, am subject to, obey"
3,"δούλη",1399,"no","female slave, bonds-maid"
126,"δοῦλος (II)",1401,"no","a male slave"
8,"δουλόω",1402,"no","enslave"
2,"δοχή",1403,"no","reception, party"
13,"δράκων",1404,"no","dragon or huge serpent"
1,"δράσσομαι",1405,"no","take hold of, grasp"
3,"δραχμή",1406,"no","drachma"
8,"δρέπανον",1407,"no","sickle"
3,"δρόμος",1408,"no","running, course, career"
1,"Δρούσιλλα",1409,"no","Drusilla"
209,"δύναμαι",1410,"no","am powerful, am able"
119,"δύναμις",1411,"no","might, power, marvelous works"
2,"δυναμόω",1412,"no","empower, fill with power"
3,"δυνάστης",1413,"no","ruler, potentate"
3,"δυνατέω",1414,"no","am powerful, able"
32,"δυνατός",1415,"no","powerful, able, possible"
2,"δύνω",1416,"no","sink, set"
133,"δύο",1417,"no","two"
1,"δυσβάστακτος",1419,"no","difficult to carry"
1,"δυσεντέριον",1420,"no","dysentery"
1,"δυσερμήνευτος",1421,"no","difficult to interpret"
1,"δύσις",1424,"yes","setting of sun, West"
1,"δύσκολος",1422,"no","difficult"
3,"δυσκόλως",1423,"no","with difficulty, hardly"
5,"δυσμή",1424,"no","setting of sun, West"
1,"δυσνόητος",1425,"no","hard to understand"
1,"δυσφημέω",1426,"yes","evil report, defamation"
1,"δυσφημία",1426,"no","evil report, defamation"
75,"δώδεκα",1427,"no","twelve"
1,"δωδέκατος",1428,"no","twelfth"
1,"δωδεκάφυλον",1429,"no","Twelve Tribes of Israel"
7,"δῶμα",1430,"no","top of house"
11,"δωρεά",1431,"no","free gift"
9,"δωρεάν",1432,"no","as a free gift, without payment, freely"
3,"δωρέομαι",1433,"no","give, grant, donate"
2,"δώρημα",1434,"no","gift, bounty"
19,"δῶρον",1435,"no","gift, present"
1,"ἔα",1436,"no","an interjection: ho!"
337,"ἐάν",1437,"no","if"
2,"ἐάνπερ",1437,"yes","if"
11,"ἑαυτοῦ",848,"no","himself, herself, itself"
320,"ἑαυτοῦ",1438,"no","himself, herself, itself"
11,"ἐάω",1439,"no","allow, permit, leave"
5,"ἑβδομήκοντα",1440,"no","seventy"
1,"ἑβδομηκοντάκις",1441,"no","seventy times"
9,"ἕβδομος",1442,"no","seventh"
1,"Ἔβερ",1443,"no","Eber"
4,"Ἑβραῖος",1445,"no","a Hebrew"
3,"Ἑβραΐς",1446,"no","Hebrew language, Aramaic"
7,"Ἑβραϊστί",1447,"no","in the Hebrew or Aramaic dialect"
42,"ἐγγίζω",1448,"no","come near, approach"
3,"ἐγγράφω",1449,"no","write, inscribe"
1,"ἔγγυος",1450,"no","a surety, security"
30,"ἐγγύς",1451,"no","near"
1,"ἐγγύς",1452,"no","nearer"
143,"ἐγείρω",1453,"no","wake, arouse, raise up"
1,"ἔγερσις",1454,"no","waking up, resurrection"
1,"ἐγκάθετος",1455,"no","a spy"
1,"ἐγκαίνια",1456,"no","renewal, dedication"
2,"ἐγκαινίζω",1457,"no","consecrate, dedicate"
6,"ἐγκακέω",1573,"no","am faint, am weary"
7,"ἐγκαλέω",1458,"no","bring a charge against, accuse"
10,"ἐγκαταλείπω",1459,"no","abandon, desert"
1,"ἐγκατοικέω",1460,"no","dwell in, among"
1,"ἐγκαυχάομαι",2744,"yes","boast, glory"
6,"ἐγκεντρίζω",1461,"no","graft in"
2,"ἔγκλημα",1462,"no","accusation, charge"
1,"ἐγκομβόομαι",1463,"no","clothe myself"
1,"ἐγκοπή",1464,"no","impediment, hindrance"
5,"ἐγκόπτω",1465,"no","interrupt, hinder"
4,"ἐγκράτεια",1466,"no","self-mastery, self-control"
2,"ἐγκρατεύομαι",1467,"no","exercise self-control"
1,"ἐγκρατής",1468,"no","self-controlled"
1,"ἐγκρίνω",1469,"no","count among"
1,"ἐγκρύπτω",1470,"no","hide in, mix with"
1,"ἔγκυος",1471,"no","with child, pregnant"
1,"ἐγχρίω",1472,"no","rub in, anoint"
2567,"ἐγώ",1473,"no","I"
1,"ἐδαφίζω",1474,"no","dash to the ground"
1,"ἔδαφος",1475,"no","base, ground"
3,"ἑδραῖος",1476,"no","firm, steadfast"
1,"ἑδραίωμα",1477,"no","foundation, stay, support"
2,"Ἑζεκίας",1478,"no","Hezekiah"
1,"ἐθελοθρησκία",1479,"no","arbitrary worship"
1,"ἐθίζω",1480,"no","accustom"
1,"ἐθνάρχης",1481,"no","ethnarch, tribal lord"
4,"ἐθνικός",1482,"no","pagan, heathen, gentile; a Gentile, non-Jew"
1,"ἐθνικῶς",1483,"no","in the manner of Gentiles"
162,"ἔθνος",1484,"no","race, people, Gentiles"
12,"ἔθος",1485,"no","custom"
501,"εἰ",1487,"no","if"
8,"εἰ δὲ μή",1490,"no","but if not, else, otherwise"
1,"εἰδέα",2397,"no","form, outward appearance"
5,"εἶδος",1491,"no","visible form, shape, appearance, kind"
1,"εἰδωλεῖον",1493,"no","temple for image"
9,"εἰδωλόθυτος",1494,"no","sacrificed to an image"
7,"εἰδωλολάτρης",1496,"no","worshipper of image"
4,"εἰδωλολατρία",1495,"no","worship or service of image"
11,"εἴδωλον",1497,"no","idol, false god"
6,"εἰκῇ",1500,"no","without purpose, in vain"
10,"εἴκοσι",1501,"no","twenty"
1,"εἰκοσιτρεῖς",1501,"no","twenty"
1,"εἴκω",1502,"no","give way, yield"
23,"εἰκών",1504,"no","image, likeness, bust"
3,"εἰλικρίνεια",1505,"no","clearness, sincerity, purity"
2,"εἰλικρινής",1506,"no","pure, uncontaminated, sincere"
2457,"εἰμί",1510,"no","am, exist"
6,"εἴπερ",1512,"no","if indeed, if so"
96,"εἶπον",2046,"no","say, speak"
4,"εἰρηνεύω",1514,"no","am peaceful, keep the peace, am at peace"
92,"εἰρήνη",1515,"no","peace, peace of mind"
2,"εἰρηνικός",1516,"no","peaceable, disposed to peace"
1,"εἰρηνοποιέω",1517,"no","make peace, reconcile"
1,"εἰρηνοποιός",1518,"no","pacific, loving peace, a peace-maker"
1766,"εἰς",1519,"no","into, in, among, till, for"
336,"εἷς",1520,"no","one"
11,"εἰσάγω",1521,"no","lead in, bring in"
5,"εἰσακούω",1522,"no","hear, listen to"
1,"εἰσδέχομαι",1523,"no","welcome in"
4,"εἴσειμι",1524,"no","go in, enter"
192,"εἰσέρχομαι",1525,"no","go in, come in, enter"
1,"εἰσκαλέομαι",1528,"no","call in, invite"
5,"εἴσοδος",1529,"no","entering, entrance, entry"
1,"εἰσπηδάω",1530,"no","leap into, rush into"
18,"εἰσπορεύομαι",1531,"no","journey into, go into"
1,"εἰστρέχω",1532,"no","run in"
8,"εἰσφέρω",1533,"no","lead into, bring in"
15,"εἶτα",1534,"no","then, thereafter, next"
65,"εἴτε",1535,"no","and if, whether"
4,"εἴωθα",1486,"no","am accustomed, custom, what was customary"
913,"ἐκ",1537,"no","from out, out from among, from"
82,"ἕκαστος",1538,"no","each, every one"
1,"ἑκάστοτε",1539,"no","at every time, always"
17,"ἑκατόν",1540,"no","one hundred"
1,"ἑκατονταετής",1541,"no","a hundred years old"
2,"ἑκατονταπλασίων",1542,"no","a hundredfold"
20,"ἑκατοντάρχης",1543,"no","centurion"
1,"ἐκβαίνω",1545,"yes","way out, escape, result"
81,"ἐκβάλλω",1544,"no","throw, cast, put out, banish, bring forth, produce"
2,"ἔκβασις",1545,"no","way out, escape, result"
1,"ἐκβολή",1546,"no","throwing out, jettisoning"
1,"ἔκγονος",1549,"no","descended, a descendant"
1,"ἐκδαπανάω",1550,"no","spend completely"
7,"ἐκδέχομαι",1551,"no","wait for, expect"
1,"ἔκδηλος",1552,"no","perfectly evident, manifest"
3,"ἐκδημέω",1553,"no","go abroad, am absent"
4,"ἐκδίδωμι",1554,"no","give out, let, let out for my own advantage"
2,"ἐκδιηγέομαι",1555,"no","narrate at length, declare"
6,"ἐκδικέω",1556,"no","give justice over, defend, avenge, vindicate"
9,"ἐκδίκησις",1557,"no","defense, vengeance, full punishment"
2,"ἔκδικος",1558,"no","avenging, an avenger"
1,"ἐκδιώκω",1559,"no","persecute, expel by persecuting"
1,"ἔκδοτος",1560,"no","given up, delivered up"
1,"ἐκδοχή",1561,"no","waiting for, expectation"
5,"ἐκδύω",1562,"no","put off, take off, strip off"
95,"ἐκεῖ",1563,"no","there, yonder, thither"
27,"ἐκεῖθεν",1564,"no","thence, from that place"
244,"ἐκεῖνος",1565,"no","that, that one there, yonder"
2,"ἐκεῖσε",1566,"no","thither, there"
7,"ἐκζητέω",1567,"no","seek out, require"
1,"ἐκζήτησις",2214,"yes","question, debate, controversy"
4,"ἐκθαμβέω",1568,"no","am greatly astonished"
1,"ἔκθαμβος",1569,"no","full of astonishment, amazed"
1,"ἐκθαυμάζω",2296,"yes","wonder, admire"
1,"ἔκθετος",1570,"no","cast out, exposed"
2,"ἐκκαθαίρω",1571,"no","clean out, clean thoroughly"
1,"ἐκκαίω",1572,"no","burn with lust"
2,"ἐκκεντέω",1574,"no","pierce through, transfix"
3,"ἐκκλάω",1575,"no","break off"
2,"ἐκκλείω",1576,"no","shut out, exclude"
114,"ἐκκλησία",1577,"no","assembly, congregation, church"
3,"ἐκκλίνω",1578,"no","fall away from, turn away"
1,"ἐκκολυμβάω",1579,"no","swim out"
1,"ἐκκομίζω",1580,"no","carry out"
10,"ἐκκόπτω",1581,"no","cut out, cut off"
1,"ἐκκρεμάννυμι",1582,"no","hang out, hang upon"
1,"ἐκλαλέω",1583,"no","speak out, disclose"
1,"ἐκλάμπω",1584,"no","shine forth"
1,"ἐκλανθάνομαι",1585,"no","forget entirely"
22,"ἐκλέγω",1586,"no","choose, elect"
4,"ἐκλείπω",1587,"no","fail utterly, cease, die"
22,"ἐκλεκτός",1588,"no","chosen, elect, choice, select"
7,"ἐκλογή",1589,"no","choosing out, selecting, choice by God"
5,"ἐκλύω",1590,"no","am unstrung, become weak, fail"
5,"ἐκμάσσω",1591,"no","wipe, wipe off thoroughly"
2,"ἐκμυκτηρίζω",1592,"no","deride, scoff at, mock greatly"
1,"ἐκνεύω",1593,"no","retire, withdraw"
1,"ἐκνήφω",1594,"no","return to soberness of mind"
1,"ἑκούσιος",1595,"no","willing, voluntary, spontaneous"
2,"ἑκουσίως",1596,"no","willingly"
1,"ἐκπαδάω",1530,"yes","leap into, rush into"
2,"ἔκπαλαι",1597,"no","from of old, long since"
4,"ἐκπειράζω",1598,"no","put to the test, make trial of, tempt"
2,"ἐκπέμπω",1599,"no","send out"
1,"ἐκπερισσῶς",4057,"yes","greatly, exceedingly"
1,"ἐκπετάννυμι",1600,"no","spread or stretch out"
10,"ἐκπίπτω",1601,"no","fall out, fall off, fall away, fade away, wither away"
3,"ἐκπλέω",1602,"no","sail out, sail away"
1,"ἐκπληρόω",1603,"no","fill completely, fulfill in every particular"
1,"ἐκπλήρωσις",1604,"no","completion, fulfillment"
13,"ἐκπλήσσω",1605,"no","am thunderstruck, astounded"
3,"ἐκπνέω",1606,"no","breathe my last, expire"
33,"ἐκπορεύομαι",1607,"no","journey out, come forth"
1,"ἐκπορνεύω",1608,"no","am guilty of fornication"
1,"ἐκπτύω",1609,"no","spit upon, disdain, reject, loathe"
4,"ἐκριζόω",1610,"no","root out, root up"
7,"ἔκστασις",1611,"no","bewilderment, amazement"
1,"ἐκστρέφω",1612,"no","change for the worse, corrupt, pervert"
1,"ἐκταράσσω",1613,"no","disturb greatly"
16,"ἐκτείνω",1614,"no","stretch out, cast forth"
2,"ἐκτελέω",1615,"no","complete, perform"
1,"ἐκτένεια",1616,"no","earnestness, strenuousness, intentness"
1,"ἐκτενής",1617,"no","more earnestly"
1,"ἐκτενής",1618,"no","intent, constant, strenuous, intense"
2,"ἐκτενῶς",1619,"no","earnestly, strenuously"
4,"ἐκτίθημι",1620,"no","put out or expose a child, set forth, explain"
4,"ἐκτινάσσω",1621,"no","shake off"
8,"ἐκτός",1622,"no","without, outside, except, the outside, apart from"
14,"ἕκτος",1623,"no","sixth"
5,"ἐκτρέπω",1624,"no","turn aside, wander, forsake"
2,"ἐκτρέφω",1625,"no","nourish, nurture, bring up"
1,"ἔκτρωμα",1626,"no","untimely birth"
8,"ἐκφέρω",1627,"no","bring out, carry out"
8,"ἐκφεύγω",1628,"no","flee out, away, escape"
1,"ἐκφοβέω",1629,"no","terrify exceedingly"
2,"ἔκφοβος",1630,"no","greatly terrified"
2,"ἐκφύω",1631,"no","put forth, cause to sprout"
27,"ἐκχέω",1632,"no","pour out, shed"
1,"ἐκχωρέω",1633,"no","go out, depart from"
3,"ἐκψύχω",1634,"no","breathe my last, die, expire"
2,"ἑκών",1635,"no","willing, willingly"
15,"ἐλαία",1636,"no","olive tree"
11,"ἔλαιον",1637,"no","olive oil"
1,"ἐλαιών",1638,"no","Olive-grove, Olive-yard, mount Olivet"
1,"Ἐλαμίτης",1639,"no","Elamite"
4,"ἐλάσσων",1640,"no","less, smaller, inferior"
1,"ἐλαττονέω",1641,"no","have less, lack"
3,"ἐλαττόω",1642,"no","make less, make inferior"
5,"ἐλαύνω",1643,"no","drive on, propel, row"
1,"ἐλαφρία",1644,"no","levity, fickleness"
2,"ἐλαφρός",1645,"no","light, not burdensome"
13,"ἐλάχιστος",1646,"no","least, smallest, very little"
1,"ἐλάχιστος",1647,"no","the smallest, least important"
2,"Ἐλεάζαρ",1648,"no","Eleazar"
3,"ἐλεάω",1653,"yes","pity, have mercy on"
1,"ἐλεγμός",1650,"yes","proof, persuasion, reproof"
1,"ἔλεγξις",1649,"no","rebuke, reproof, refutation"
1,"ἔλεγχος",1650,"no","proof, persuasion, reproof"
18,"ἐλέγχω",1651,"no","rebuke, expose"
2,"ἐλεεινός",1652,"no","merciful, pitiful"
29,"ἐλεέω",1653,"no","pity, have mercy on"
13,"ἐλεημοσύνη",1654,"no","alms-giving, charity"
2,"ἐλεήμων",1655,"no","full of pity, merciful"
27,"ἔλεος",1656,"no","pity, mercy"
11,"ἐλευθερία",1657,"no","freedom, liberty"
23,"ἐλεύθερος",1658,"no","free, delivered from obligation"
7,"ἐλευθερόω",1659,"no","free, set free, liberate"
1,"ἔλευσις",1660,"no","coming, arrival, advent"
1,"ἐλεφάντινος",1661,"no","made of ivory"
3,"Ἐλιακίμ",1662,"no","Eliakim"
1,"Ἐλιέζερ",1663,"no","Eliezer"
2,"Ἐλιούδ",1664,"no","Eliud"
9,"Ἐλισάβετ",1665,"no","Elisabeth"
1,"Ἐλισαῖος",1666,"no","Elisha"
2,"ἑλίσσω",1667,"no","roll, roll up"
3,"ἕλκος",1668,"no","festering sore"
1,"ἑλκόω",1669,"no","afflict with sores"
8,"ἕλκω",1670,"no","drag, draw, pull, persuade"
1,"Ἑλλάς",1671,"no","Hellas, Greece"
26,"Ἕλλην",1672,"no","Hellene, Greek"
1,"Ἑλληνικός",1673,"no","Greek, the Greek language"
2,"Ἑλληνίς",1674,"no","female Greek"
2,"Ἑλληνιστής",1675,"no","Hellenist, Grecian Jew"
2,"Ἑλληνιστί",1676,"no","in the Greek language"
2,"ἐλλογέω",1677,"no","charge to, put to one's account"
1,"Ἐλμαδάμ",1678,"no","Elmadam"
31,"ἐλπίζω",1679,"no","hope, hope for, expect"
53,"ἐλπίς",1680,"no","hope, expectation"
1,"Ἐλύμας",1681,"no","Elymas"
2,"ἐλωΐ",1682,"no","Aramaic for my God"
37,"ἐμαυτοῦ",1683,"no","of myself"
18,"ἐμβαίνω",1684,"no","embark"
1,"ἐμβάλλω",1685,"no","cast in, throw in"
2,"ἐμβάπτω",1686,"no","dip into"
1,"ἐμβατεύω",1687,"no","enter, set foot on"
1,"ἐμβιβάζω",1688,"no","embark, put on board"
11,"ἐμβλέπω",1689,"no","look into, look upon"
5,"ἐμβριμάομαι",1690,"no","snort, express indignant displeasure"
1,"ἐμέω",1692,"no","vomit forth"
1,"ἐμμαίνομαι",1693,"no","am madly enraged with"
1,"Ἐμμανουήλ",1694,"no","Emmanuel"
1,"Ἐμμαοῦς",1695,"no","Emmaus"
4,"ἐμμένω",1696,"no","remain or abide in, abide by, maintain"
1,"Ἑμμώρ",1697,"no","Hamor"
77,"ἐμός",1699,"no","mine"
1,"ἐμπαιγμονή",1701,"yes","mockery"
1,"ἐμπαιγμός",1701,"no","mockery"
13,"ἐμπαίζω",1702,"no","mock"
2,"ἐμπαίκτης",1703,"no","mocker"
1,"ἐμπεριπατέω",1704,"no","walk about in a place"
5,"ἐμπίπλημι",1705,"no","fill up, satisfy"
1,"ἐμπίπρημι",1714,"no","burn, set on fire, suffer inflammation"
7,"ἐμπίπτω",1706,"no","fall in, am cast in"
2,"ἐμπλέκω",1707,"no","enfold, entangle"
1,"ἐμπλοκή",1708,"no","plaiting, braiding"
1,"ἐμπνέω",1709,"no","breathe, breathe into, inhale"
2,"ἐμπορεύομαι",1710,"no","travel as a merchant, engage in trade"
1,"ἐμπορία",1711,"no","trading, trade, trafficking, business"
1,"ἐμπόριον",1712,"no","market, market-house"
5,"ἔμπορος",1713,"no","merchant, trader"
48,"ἔμπροσθεν",1715,"no","in front, before the face"
6,"ἐμπτύω",1716,"no","spit upon"
2,"ἐμφανής",1717,"no","manifest, visible"
10,"ἐμφανίζω",1718,"no","make visible, report against, appear before"
5,"ἔμφοβος",1719,"no","full of fear, terrified"
1,"ἐμφυσάω",1720,"no","breathe into, breathe upon"
1,"ἔμφυτος",1721,"no","inborn, ingrown, congenital, natural"
2743,"ἐν",1722,"no","in, on, among"
2,"ἐναγκαλίζομαι",1723,"no","take in my arms"
1,"ἐνάλιος",1724,"no","living in the sea"
2,"ἔναντι",1725,"no","before, in the presence of"
5,"ἐναντίον",1726,"no","before, in the presence of, in the eyes of"
8,"ἐναντίος",1727,"no","opposite, opposed, contrary, the adversary"
2,"ἐνάρχομαι",1728,"no","begin"
10,"ἔνατος",1766,"no","ninth"
1,"ἐνδεής",1729,"no","in need, needy"
1,"ἔνδειγμα",1730,"no","plain token, sign, proof"
11,"ἐνδείκνυμι",1731,"no","show forth"
4,"ἔνδειξις",1732,"no","showing, proof, demonstration, sign"
6,"ἕνδεκα",1733,"no","eleven"
3,"ἑνδέκατος",1734,"no","eleventh"
1,"ἐνδέχομαι",1735,"no","allow, it is possible"
3,"ἐνδημέω",1736,"no","am at home"
2,"ἐνδιδύσκω",1737,"no","put on, clothe"
2,"ἔνδικος",1738,"no","righteous, just"
2,"ἐνδοξάζομαι",1740,"no","glorify"
4,"ἔνδοξος",1741,"no","highly esteemed, splendid, glorious"
8,"ἔνδυμα",1742,"no","garment, raiment"
7,"ἐνδυναμόω",1743,"no","fill with power, strengthen"
1,"ἐνδύνω",1744,"no","clothe, enter, creep into"
1,"ἔνδυσις",1745,"no","putting on of clothing"
28,"ἐνδύω",1746,"no","put on, clothe"
1,"ἐνδώμησις",1739,"no","material of building, structure"
2,"ἐνέδρα",1747,"no","ambush, plot, treachery, fraud"
2,"ἐνεδρεύω",1748,"no","lie in wait for, seek to entrap, defraud, deceive"
1,"ἐνειλέω",1750,"no","wrap up, roll up in something"
1,"ἔνειμι",1751,"no","am in, within"
26,"ἕνεκα",1752,"no","for the sake of, on account of, wherefore"
4,"ἐνενήκοντα",1768,"yes","ninety"
1,"ἐνεός",1769,"no","dumb, speechless"
8,"ἐνέργεια",1753,"no","working, activity"
21,"ἐνεργέω",1754,"no","work, accomplish, am operative"
2,"ἐνέργημα",1755,"no","working, effect"
3,"ἐνεργής",1756,"no","effective"
2,"ἐνευλογέω",1757,"no","bless"
3,"ἐνέχω",1758,"no","am angry with, entangle"
8,"ἐνθάδε",1759,"no","here, in this place"
2,"ἔνθεν",1759,"yes","here, in this place"
2,"ἐνθυμέομαι",1760,"no","meditate upon, reflect upon"
4,"ἐνθύμησις",1761,"no","inward thought, reflection, thoughts"
6,"ἔνι",1762,"no","there is in, is present"
14,"ἐνιαυτός",1763,"no","year"
7,"ἐνίστημι",1764,"no","place in or upon, am at hand, am present, threaten"
2,"ἐνισχύω",1765,"no","invigorate, strengthen"
5,"ἐννέα",1767,"no","nine"
1,"ἐννεύω",1770,"no","make a sign to by nodding"
2,"ἔννοια",1771,"no","thought, intention, purpose"
2,"ἔννομος",1772,"no","legal, obedient to the law"
1,"ἔννυχος",1773,"no","in the night"
6,"ἐνοικέω",1774,"no","dwell in, am settled in"
1,"ἐνορκίζω",3726,"yes","adjure by, charge solemnly by"
2,"ἑνότης",1775,"no","oneness, unity"
2,"ἐνοχλέω",1776,"no","disturb, cause tumult"
10,"ἔνοχος",1777,"no","involved in, liable"
3,"ἔνταλμα",1778,"no","injunction, ordinance, precept"
2,"ἐνταφιάζω",1779,"no","embalm, prepare for burial"
2,"ἐνταφιασμός",1780,"no","embalming, preparation of body for burial"
15,"ἐντέλλομαι",1781,"no","give orders, command"
10,"ἐντεῦθεν",1782,"no","hence, from this place, on this side and on that"
2,"ἔντευξις",1783,"no","petition, prayer, intercession"
5,"ἔντιμος",1784,"no","precious, honored, honorable"
67,"ἐντολή",1785,"no","ordinance, injunction, command"
1,"ἐντόπιος",1786,"no","belonging to the place, native, resident"
2,"ἐντός",1787,"no","within, inside, the inside"
9,"ἐντρέπω",1788,"no","turn to confusion, put to shame, reverence"
1,"ἐντρέφω",1789,"no","nourish on, am educated in"
3,"ἔντρομος",1790,"no","trembling through fear"
2,"ἐντροπή",1791,"no","shame"
1,"ἐντρυφάω",1792,"no","revel in, live luxuriously"
5,"ἐντυγχάνω",1793,"no","meet, encounter, call upon, make a petition"
3,"ἐντυλίσσω",1794,"no","wrap up, roll round, envelop"
1,"ἐντυπόω",1795,"no","engrave"
1,"ἐνυβρίζω",1796,"no","insult, outrage, treat contemptuously"
2,"ἐνυπνιάζομαι",1797,"no","dream"
1,"ἐνύπνιον",1798,"no","dream, vision"
94,"ἐνώπιον",1799,"no","before the face of, in the presence of"
1,"Ἐνώς",1800,"no","Enosh"
1,"ἐνωτίζομαι",1801,"no","take into my ear, listen to"
3,"Ἑνώχ",1802,"no","Enoch"
13,"ἕξ",1803,"no","six"
2,"ἐξαγγέλλω",1804,"no","announce publicly, proclaim"
4,"ἐξαγοράζω",1805,"no","ransom, redeem"
12,"ἐξάγω",1806,"no","lead out"
8,"ἐξαιρέω",1807,"no","remove, choose, rescue"
1,"ἐξαίρω",1808,"no","lift up, remove"
1,"ἐξαιτέω",1809,"no","demand of, ask for"
5,"ἐξαίφνης",1810,"no","suddenly, unexpectedly"
3,"ἐξακολουθέω",1811,"no","follow after, imitate"
2,"ἑξακόσιοι",1812,"no","six hundred"
5,"ἐξαλείφω",1813,"no","wipe away, obliterate"
1,"ἐξάλλομαι",1814,"no","leap up"
1,"ἐξανάστασις",1815,"no","resurrection"
2,"ἐξανατέλλω",1816,"no","spring up out"
3,"ἐξανίστημι",1817,"no","raise up, rise up"
6,"ἐξαπατάω",1818,"no","deceive thoroughly"
1,"ἐξάπινα",1819,"no","suddenly"
2,"ἐξαπορέομαι",1820,"no","am utterly without resource, am in despair"
14,"ἐξαποστέλλω",1821,"no","send forth"
2,"ἐξαρτίζω",1822,"no","completely furnish, equip, finish"
1,"ἐξαστράπτω",1823,"no","flash forth like lightning"
6,"ἐξαυτῆς",1824,"no","immediately, instantly"
2,"ἐξεγείρω",1825,"no","raise up, arouse"
4,"ἔξειμι",1826,"no","go out, depart"
1,"ἐξέλκω",1828,"no","entice"
1,"ἐξέραμα",1829,"no","vomit"
1,"ἐξεραυνάω",1830,"no","search diligently, examine carefully"
217,"ἐξέρχομαι",1831,"no","go out, come out"
31,"ἔξεστι(ν)",1832,"no","it is permitted, lawful, possible"
3,"ἐξετάζω",1833,"no","examine, question, search out"
6,"ἐξηγέομαι",1834,"no","explain, make declaration"
9,"ἑξήκοντα",1835,"no","sixty"
5,"ἑξῆς",1836,"no","next in order, the next day"
1,"ἐξηχέω",1837,"no","sound out"
1,"ἕξις",1838,"no","condition, state, habit"
17,"ἐξίστημι",1839,"no","astonish, am astonished"
1,"ἐξισχύω",1840,"no","have strength for, am perfectly able"
3,"ἔξοδος",1841,"no","exit, departure, death"
1,"ἐξολεθρεύω",1842,"no","destroy utterly, annihilate"
10,"ἐξομολογέω",1843,"no","consent fully, confess"
1,"ἐξορκίζω",1844,"no","adjure, put to oath"
1,"ἐξορκιστής",1845,"no","exorcist"
2,"ἐξορύσσω",1846,"no","dig out, gouge"
1,"ἐξουδενέω",1847,"no","ignore, despise"
11,"ἐξουθενέω",1848,"no","ignore, despise"
102,"ἐξουσία",1849,"no","power, authority, weight"
4,"ἐξουσιάζω",1850,"no","exercise authority"
1,"ἐξοχή",1851,"no","eminence, distinction"
1,"ἐξυπνίζω",1852,"no","wake out of sleep"
1,"ἔξυπνος",1853,"no","roused out of sleep"
62,"ἔξω",1854,"no","without, outside"
13,"ἔξωθεν",1855,"no","from without, outside"
2,"ἐξωθέω",1856,"no","drive out, expel, propel"
3,"ἐξώτερος",1857,"no","outmost, outer"
2,"ἔοικα",1503,"no","am like, resemble"
1,"ἑορτάζω",1858,"no","keep a feast"
25,"ἑορτή",1859,"no","festival, feast"
52,"ἐπαγγελία",1860,"no","promise"
15,"ἐπαγγέλλομαι",1861,"no","promise, profess"
2,"ἐπάγγελμα",1862,"no","promise"
