"Occurrences","lex","Lexeme","Transliterated","None","Qal","Nifal","Piel","Pual","Hitpael","Hifil","Hofal","Hishtafal","Passive Qal","Etpaal","Nitpael","Hotpaal","Tifal","Hitpoal","Poal","Poel"
3,"B>C/","בְּאֹשׁ I","bᵊʔōš","fedor",,,,,,,,,,,,,,,,
2,"B>C=/","בָּאֻשׁ II","bāʔuš","uva ruim (podre)",,,,,,,,,,,,,,,,
17,"B>C[","באשׁ ","BʔŠ",,"feder","tornar-se odioso, ser odiado",,,"tornar-se odioso, ser odiado","tornar odioso, tornar odiado; feder",,,,,,,,,,
1,"B>CH/","בָּאְשָׁה ","bāˀšāʰ","fedorento",,,,,,,,,,,,,,,,
1,"BBH/","בָּבָה ","bāvāʰ","globo ocular",,,,,,,,,,,,,,,,
6,"BBJ/","בֵּבַי ","bēvay","Bebai",,,,,,,,,,,,,,,,
262,"BBL/","בָּבֶל ","bāvel","Babilônia, Babel",,,,,,,,,,,,,,,,
215,"BGD/","בֶּגֶד I","beged","vestimenta",,,,,,,,,,,,,,,,
2,"BGD=/","בֶּגֶד II","beged","traição",,,,,,,,,,,,,,,,
49,"BGD[","בגד ","BGD",,"tratar sem fé",,,,,,,,,,,,,,,
1,"BGDWT/","בֹּגְדֹות ","bōgᵊdôt","traição",,,,,,,,,,,,,,,,
2,"BGWD/","בָּגֹוד ","bāgôd","traiçoeiro",,,,,,,,,,,,,,,,
6,"BGWJ/","בִּגְוַי ","bigway","Bigvai",,,,,,,,,,,,,,,,
1,"BGT>/","בִּגְתָא ","bigtāˀ","Bigtha",,,,,,,,,,,,,,,,
2,"BGTN/","בִּגְתָן ","bigtān","Bigthana",,,,,,,,,,,,,,,,
225,"BD/","בַּד I","bad","vara; rebento",,,,,,,,,,,,,,,,
5,"BD=/","בַּד II","bad","conversa fiada",,,,,,,,,,,,,,,,
2,"BD>[","בדא ","BDʔ",,"inventar",,,,,,,,,,,,,,,
11,"BDD/","בָּדָד I","bādād","solidão; sozinho",,,,,,,,,,,,,,,,
2,"BDD=/","בְּדַד II","bᵊdad","Bedad",,,,,,,,,,,,,,,,
3,"BDD[","בדד ","BDD",,"estar sozinho",,,,,,,,,,,,,,,
1,"BDJH/","בֵּדְיָה ","bēdᵊyāʰ","Bedeiah",,,,,,,,,,,,,,,,
1,"BDJL/","בָּדִיל I","bādîl","escória (de derretimento)",,,,,,,,,,,,,,,,
5,"BDJL=/","בְּדִיל II","bᵊdîl","lata",,,,,,,,,,,,,,,,
1,"BDL/","בָּדָל ","bādāl","peça",,,,,,,,,,,,,,,,
42,"BDL[","בדל ","BDL",,,"separar-se",,,,"separar, fazer a diferença",,,,,,,,,,
2,"BDLX/","בְּדֹלַח ","bᵊdōlaḥ","bdellium-gum",,,,,,,,,,,,,,,,
2,"BDN/","בְּדָן ","bᵊdān","Bedan",,,,,,,,,,,,,,,,
10,"BDQ/","בֶּדֶק ","bedeq","fenda; vazamento (no navio)",,,,,,,,,,,,,,,,
1,"BDQ[","בדק ","BDQ",,"reparar",,,,,,,,,,,,,,,
1,"BDQR/","בִּדְקַר ","bidqar","Bidkar",,,,,,,,,,,,,,,,
3,"BHW/","בֹּהוּ ","bōhû","vacuidade",,,,,,,,,,,,,,,,
2,"BHWN/","בְּהֹון ","bᵊhôn","polegar, dedo grande do pé",,,,,,,,,,,,,,,,
1,"BHV/","בַּהַט ","bahaṭ","(pedra preciosa)",,,,,,,,,,,,,,,,
1,"BHJR/","בָּהִיר ","bāhîr","brilhante; obscurecida?",,,,,,,,,,,,,,,,
39,"BHL[","בהל ","BHL",,,"estar apavorado","aterrorizar; Acelerar; estar com pressa","ser apressado",,"aterrorizar; Acelerar",,,,,,,,,,
4,"BHLH/","בֶּהָלָה ","behālāʰ","terror",,,,,,,,,,,,,,,,
190,"BHMH/","בְּהֵמָה ","bᵊhēmāʰ","animais; gado",,,,,,,,,,,,,,,,
1,"BHMWT/","בְּהֵמֹות ","bᵊhēmôt","hipopótamo",,,,,,,,,,,,,,,,
14,"BHN/","בֹּהֶן I","bōhen","polegar, dedo grande do pé",,,,,,,,,,,,,,,,
2,"BHN=/","בֹּהַן II","bōhan","Bohan",,,,,,,,,,,,,,,,
1,"BHQ/","בֹּהַק ","bōhaq","erupção inofensiva da pele",,,,,,,,,,,,,,,,
12,"BHRT/","בַּהֶרֶת ","baheret","mancha branca de pele",,,,,,,,,,,,,,,,
2570,"BW>[","בוא ","BWʔ",,"vir, entrar, ir para dentro",,,,,"trazer; deixar vir","ser trazido",,,,,,,,,
11,"BWZ/","בּוּז I","bûz","desprezo",,,,,,,,,,,,,,,,
2,"BWZ=/","בּוּז II","bûz","Buz",,,,,,,,,,,,,,,,
1,"BWZ==/","בּוּז III","bûz","Buz",,,,,,,,,,,,,,,,
14,"BWZ[","בוז ","BWZ",,"mostrar desprezo por, desprezar",,,,,,,,,,,,,,,
1,"BWZH/","בּוּזָה ","bûzāʰ","desprezo",,,,,,,,,,,,,,,,
2,"BWZJ/","בּוּזִי I","bûzî","Buzite",,,,,,,,,,,,,,,,
1,"BWZJ=/","בּוּזִי II","bûzî","Buzi",,,,,,,,,,,,,,,,
1,"BWJ/","בַּוַּי ","bawway","Binnui",,,,,,,,,,,,,,,,
3,"BWK[","בוך ","BWX",,,"estar confuso",,,,,,,,,,,,,,
2,"BWL/","בּוּל I","bûl","madeira seca; bloco de madeira",,,,,,,,,,,,,,,,
1,"BWL=/","בּוּל II","bûl","Bul (mês)",,,,,,,,,,,,,,,,
1,"BWNH/","בּוּנָה ","bûnāʰ","Bunah",,,,,,,,,,,,,,,,
1,"BWNJ/","בּוּנִּי ","bûnnî","Bunni",,,,,,,,,,,,,,,,
12,"BWS[","בוס ","BWS",,"pisotear",,"atropelar",,"chutar para fora",,"ser pisoteado",,,,,,,,,
8,"BWY/","בּוּץ ","bûṣ","linho fino",,,,,,,,,,,,,,,,
1,"BWYY/","בֹּוצֵץ ","bôṣēṣ","Bozez",,,,,,,,,,,,,,,,
1,"BWQH/","בּוּקָה ","bûqāʰ","vacuidade",,,,,,,,,,,,,,,,
1,"BWQR/","בֹּוקֵר ","bôqēr","ordenhador",,,,,,,,,,,,,,,,
70,"BWR/","בֹּור ","bôr","poço, cisterna",,,,,,,,,,,,,,,,
1,"BWR_<CN/","בֹּור עָשָׁן ","bôr ʕāšān","Bor Ashan",,,,,,,,,,,,,,,,
109,"BWC[","בושׁ ","BWŠ",,"ser envergonhado",,"atrasar",,"ter vergonha um do outro","envergonhar; agir vergonhosamente; ser envergonhado",,,,,,,,,,
4,"BWCH/","בּוּשָׁה ","bûšāʰ","vergonha",,,,,,,,,,,,,,,,
25,"BZ/","בַּז ","baz","saque; saque",,,,,,,,,,,,,,,,
2,"BZ>[","בזא ","BZʔ",,"lavar",,,,,,,,,,,,,,,
10,"BZH/","בִּזָּה ","bizzāʰ","saque; saque",,,,,,,,,,,,,,,,
43,"BZH[","בזה ","BZH",,"desprezar","ser desprezado, ser desprezível",,,,"humilhar",,,,,,,,,,
43,"BZZ[","בזז ","BZZ",,"pilhar","ser saqueado",,"ser saqueado",,,,,,,,,,,,
1,"BZJWN/","בִּזָּיֹון ","bizzāyôn","desprezo",,,,,,,,,,,,,,,,
1,"BZJWTJH/","בִּזְיֹותְיָה ","bizyôtyāʰ","Biziothiah",,,,,,,,,,,,,,,,
1,"BZQ/","בָּזָק I","bāzāq","relâmpago",,,,,,,,,,,,,,,,
3,"BZQ=/","בֶּזֶק II","bezeq","Bezek",,,,,,,,,,,,,,,,
2,"BZR[","בזר ","BZR",,"espalhar",,"espalhar",,,,,,,,,,,,,
1,"BZT>/","בִּזְּתָא ","bizzᵊtāˀ","Biztha",,,,,,,,,,,,,,,,
1,"BXWN/","בָּחֹון I","bāḥôn","ensaiador de metais",,,,,,,,,,,,,,,,
1,"BXWN=/","בַּחוּן II","baḥûn","torre de vigia; torre de cerco",,,,,,,,,,,,,,,,
46,"BXWR/","בָּחוּר ","bāḥûr","jovem",,,,,,,,,,,,,,,,
2,"BXWRWT/","בְּחוּרֹות ","bᵊḥûrôt","juventude",,,,,,,,,,,,,,,,
13,"BXJR/","בָּחִיר ","bāḥîr","escolhido, eleger",,,,,,,,,,,,,,,,
1,"BXL[","בחל ","BḤL",,"abominar",,,,,,,,,,,,,,,
1,"BXN/","בֹּחַן I","bōḥan","pedra de teste?; granito?",,,,,,,,,,,,,,,,
1,"BXN=/","בַּחַן II","baḥan","torre de vigia",,,,,,,,,,,,,,,,
29,"BXN[","בחן ","BḤN",,"testar","ser examinado, ser julgado",,"a ser examinado",,,,,,,,,,,,
169,"BXR[","בחר ","BḤR",,"escolher","ser escolhido",,,,,,,,,,,,,,
1,"BXRJM/","בְּחֻרִים I","bᵊḥurîm","juventude",,,,,,,,,,,,,,,,
5,"BXRJM=/","בַּחֻרִים II","baḥurîm","Bahurim",,,,,,,,,,,,,,,,
1,"BXRMJ/","בַּחֻרִמִי ","baḥurimî","Baharumite",,,,,,,,,,,,,,,,
4,"BV>[","בטא ","BṬʔ",,"falar sem pensar",,"falar sem pensar",,,,,,,,,,,,,
2,"BVWX/","בָּטוּחַ ","bāṭûₐḥ","confiando em",,,,,,,,,,,,,,,,
42,"BVX/","בֶּטַח I","beṭaḥ","confiança, segurança",,,,,,,,,,,,,,,,
1,"BVX=/","בֶּטַח II","beṭaḥ","Tebah",,,,,,,,,,,,,,,,
118,"BVX[","בטח ","BṬḤ",,"confiar",,,,,"inspirar confiança",,,,,,,,,,
1,"BVXH/","בִּטְחָה ","biṭḥāʰ","confiança",,,,,,,,,,,,,,,,
3,"BVXWN/","בִּטָּחֹון ","biṭṭāḥôn","confiança",,,,,,,,,,,,,,,,
1,"BVXWT/","בַּטֻּחֹות ","baṭṭuḥôt","segurança",,,,,,,,,,,,,,,,
1,"BVL[","בטל ","BṬL",,"estar ocioso",,,,,,,,,,,,,,,
72,"BVN/","בֶּטֶן I","beṭen","barriga, ventre",,,,,,,,,,,,,,,,
1,"BVN=/","בֶּטֶן II","beṭen","Beten",,,,,,,,,,,,,,,,
1,"BVNH/","בָּטְנָה ","bāṭnāʰ","pistachio",,,,,,,,,,,,,,,,
1,"BVNJM/","בְּטֹנִים ","bᵊṭōnîm","Betonim",,,,,,,,,,,,,,,,
12,"BJ","בִּי ","bî","por favor (fórmula para abrir conversa com os superiores; acesa ""por minha conta"")",,,,,,,,,,,,,,,,
407,"BJN/","בַּיִן ","bayin","entre (prep); intervalo (s)",,,,,,,,,,,,,,,,
170,"BJN[","בין ","BYN",,"entender, perceber","ser inteligente","cuidar de",,"considerar, entender","entender; fazer entender",,,,,,,,,,
38,"BJNH/","בִּינָה ","bînāʰ","introspecção",,,,,,,,,,,,,,,,
6,"BJYH/","בֵּיצָה ","bêṣāʰ","ovo",,,,,,,,,,,,,,,,
1,"BJR/","בַּיִר ","bayir","(incerto)",,,,,,,,,,,,,,,,
16,"BJRH/","בִּירָה ","bîrāʰ","cidadela, fortaleza",,,,,,,,,,,,,,,,
2,"BJRNJH/","בִּירָנִיָּה ","bîrāniyyāʰ","cidadela",,,,,,,,,,,,,,,,
2063,"BJT/","בַּיִת ","bayit","casa; família",,,,,,,,,,,,,,,,
7,"BJT_>WN/","בֵּית אָוֶן ","bêt ʔāwen","Beth Aven",,,,,,,,,,,,,,,,
72,"BJT_>L/","בֵּית אֵל ","bêt ʔēl","Betel",,,,,,,,,,,,,,,,
1,"BJT_>RB>L/","בֵּית אַרְבֵאל ","bêt ʔarvēˀl","Beth Arbel",,,,,,,,,,,,,,,,
1,"BJT_B<L_M<WN/","בֵּית בַּעַל מְעֹון ","bêt baʕal mᵊʕôn","Baal Meon",,,,,,,,,,,,,,,,
1,"BJT_BR>J/","בֵּית בִּרְאִי ","bêt birʔî","Beth Biri",,,,,,,,,,,,,,,,
2,"BJT_BRH/","בֵּית בָּרָה ","bêt bārāʰ","Beth Barah",,,,,,,,,,,,,,,,
1,"BJT_GDR/","בֵּית גָּדֵר ","bêt gādēr","Beth Gader",,,,,,,,,,,,,,,,
1,"BJT_GMWL/","בֵּית גָּמוּל ","bêt gāmûl","Beth Gamul",,,,,,,,,,,,,,,,
1,"BJT_DBLTJM/","בֵּית דִּבְלָתָיִם ","bêt divlātāyim","Beth Diblathaim",,,,,,,,,,,,,,,,
2,"BJT_DGWN/","בֵּית דָּגֹון ","bêt dāgôn","Beth Dagon",,,,,,,,,,,,,,,,
1,"BJT_H>YL/","בֵּית הָאֵצֶל ","bêt hāʔēṣel","Beth Ezel",,,,,,,,,,,,,,,,
1,"BJT_HGLGL/","בֵּית הַגִּלְגָּל ","bêt haggilgāl","Beth Gilgal",,,,,,,,,,,,,,,,
1,"BJT_HGN/","בֵּית הַגָּן ","bêt haggān","Beth Haggan",,,,,,,,,,,,,,,,
4,"BJT_HJCMWT/","בֵּית הַיְשִׁמֹות ","bêt hayšimôt","Beth Jeshimoth",,,,,,,,,,,,,,,,
2,"BJT_HKRM/","בֵּית הַכֶּרֶם ","bêt hakkerem","Beth Hakkerem",,,,,,,,,,,,,,,,
1,"BJT_HMRKBWT/","בֵּית הַמַּרְכָּבֹות ","bêt hammarkāvôt","Beth Marcaboth",,,,,,,,,,,,,,,,
1,"BJT_H<MQ/","בֵּית הָעֵמֶק ","bêt hāʕēmeq","Beth Emek",,,,,,,,,,,,,,,,
3,"BJT_H<RBH/","בֵּית הָעֲרָבָה ","bêt hāʕᵃrāvāʰ","Beth Arabah",,,,,,,,,,,,,,,,
1,"BJT_HRM/","בֵּית הָרָם ","bêt hārām","Beth Haram",,,,,,,,,,,,,,,,
1,"BJT_HRN/","בֵּית הָרָן ","bêt hārān","Beth Haran",,,,,,,,,,,,,,,,
1,"BJT_HCVH/","בֵּית הַשִּׁטָּה ","bêt haššiṭṭāʰ","Beth Shittah",,,,,,,,,,,,,,,,
3,"BJT_XGLH/","בֵּית חָגְלָה ","bêt ḥāglāʰ","Beth Hoglah",,,,,,,,,,,,,,,,
10,"BJT_XWRWN/","בֵּית חֹורֹון ","bêt ḥôrôn","Beth Horon",,,,,,,,,,,,,,,,
1,"BJT_XNN/","בֵּית חָנָן ","bêt ḥānān","Bethhanan",,,,,,,,,,,,,,,,
1,"BJT_KR/","בֵּית כָּר ","bêt kār","Beth Car",,,,,,,,,,,,,,,,
1,"BJT_LB>WT/","בֵּית לְבָאֹות ","bêt lᵊvāʔôt","Beth Lebaoth",,,,,,,,,,,,,,,,
41,"BJT_LXM/","בֵּית לֶחֶם ","bêt leḥem","Belém",,,,,,,,,,,,,,,,
1,"BJT_M<WN/","בֵּית מְעֹון ","bêt mᵊʕôn","Beth Meon",,,,,,,,,,,,,,,,
1,"BJT_MRKBWT/","בֵּית מַרְכָּבֹות ","bêt markāvôt","Beth Marcaboth",,,,,,,,,,,,,,,,
2,"BJT_NMRH/","בֵּית נִמְרָה ","bêt nimrāʰ","Beth Nimrah",,,,,,,,,,,,,,,,
1,"BJT_<DN/","בֵּית עֶדֶן ","bêt ʕeden","Beth Eden",,,,,,,,,,,,,,,,
1,"BJT_<ZMWT/","בֵּית עַזְמָוֶת ","bêt ʕazmāwet","Azmaveth",,,,,,,,,,,,,,,,
1,"BJT_<NWT/","בֵּית עֲנֹות ","bêt ʕᵃnôt","Beth Anoth",,,,,,,,,,,,,,,,
3,"BJT_<NT/","בֵּית עֲנָת ","bêt ʕᵃnāt","Beth Anath",,,,,,,,,,,,,,,,
1,"BJT_<QD/","בֵּית עֵקֶד ","bêt ʕēqed","Beth Eked",,,,,,,,,,,,,,,,
1,"BJT_<QD_HR<JM/","בֵּית עֵקֶד הָרֹעִים ","bêt ʕēqed hārōʕîm","Beth Eked of the Shepherds",,,,,,,,,,,,,,,,
2,"BJT_PLV/","בֵּית פֶּלֶט ","bêt peleṭ","Beth Pelet",,,,,,,,,,,,,,,,
4,"BJT_P<WR/","בֵּית פְּעֹור ","bêt pᵊʕôr","Beth Peor",,,,,,,,,,,,,,,,
1,"BJT_PYY/","בֵּית פַּצֵּץ ","bêt paṣṣēṣ","Beth Pazzez",,,,,,,,,,,,,,,,
4,"BJT_YWR/","בֵּית צוּר ","bêt ṣûr","Beth Zur",,,,,,,,,,,,,,,,
2,"BJT_RXWB/","בֵּית רְחֹוב ","bêt rᵊḥôv","Beth Rehob",,,,,,,,,,,,,,,,
9,"BJT_C>N/","בֵּית שְׁאָן ","bêt šᵊʔān","Beth Shan",,,,,,,,,,,,,,,,
20,"BJT_CMC/","בֵּית שֶׁמֶשׁ ","bêt šemeš","Beth Shemesh",,,,,,,,,,,,,,,,
1,"BJT_TPWX/","בֵּית תַּפּוּחַ ","bêt tappûₐḥ","Beth Tappuah",,,,,,,,,,,,,,,,
3,"BJTN/","בִּיתָן ","bîtān","palácio",,,,,,,,,,,,,,,,
5,"BK>/","בָּכָא ","bāxāˀ","baka-shrub",,,,,,,,,,,,,,,,
1,"BKH/","בֶּכֶה ","bexeʰ","chorando",,,,,,,,,,,,,,,,
114,"BKH[","בכה ","BXH",,"chorar",,"chorar por",,,,,,,,,,,,,
4,"BKWRH/","בִּכּוּרָה ","bikkûrāʰ","figo primitivo",,,,,,,,,,,,,,,,
17,"BKWRJM/","בִּכּוּרִים ","bikkûrîm","primeiros frutos",,,,,,,,,,,,,,,,
1,"BKWRT/","בְּכֹורַת ","bᵊxôrat","Becorath",,,,,,,,,,,,,,,,
1,"BKWT/","בָּכוּת ","bāxût","chorando",,,,,,,,,,,,,,,,
30,"BKJ/","בְּכִי ","bᵊxî","chorando",,,,,,,,,,,,,,,,
2,"BKJM/","בֹּכִים ","bōxîm","Bokim",,,,,,,,,,,,,,,,
6,"BKJRH/","בְּכִירָה ","bᵊxîrāʰ","filha primogênita",,,,,,,,,,,,,,,,
1,"BKJT/","בְּכִית ","bᵊxît","chorando, lamentando",,,,,,,,,,,,,,,,
122,"BKR/","בְּכֹר I","bᵊxōr","primogênito",,,,,,,,,,,,,,,,
1,"BKR=/","בֵּכֶר II","bēxer","jovem he-camel",,,,,,,,,,,,,,,,
5,"BKR==/","בֶּכֶר III","bexer","Beker",,,,,,,,,,,,,,,,
4,"BKR[","בכר ","BXR",,,,"produzir novos frutos","pertencer como primogênito a",,"dar à luz pela primeira vez",,,,,,,,,,
10,"BKRH/","בְּכֹרָה I","bᵊxōrāʰ","direito de primogênito",,,,,,,,,,,,,,,,
1,"BKRH=/","בִּכְרָה II","bixrāʰ","jovem camela-camelo",,,,,,,,,,,,,,,,
2,"BKRW/","בֹּכְרוּ ","bōxᵊrû","Bokeru",,,,,,,,,,,,,,,,
1,"BKRJ/","בַּכְרִי I","baxrî","Bekerite",,,,,,,,,,,,,,,,
8,"BKRJ=/","בִּכְרִי II","bixrî","Bicri",,,,,,,,,,,,,,,,
73,"BL","בַּל ","bal","não; certamente",,,,,,,,,,,,,,,,
3,"BL/","בֵּל ","bēl","Bel",,,,,,,,,,,,,,,,
2,"BL>DN/","בַּלְאֲדָן ","balʔᵃdān","Baladan",,,,,,,,,,,,,,,,
1,"BL>CYR/","בֵּלְאשַׁצַּר ","bēlᵊʔšaṣṣar","Belshazzar",,,,,,,,,,,,,,,,
4,"BLG[","בלג ","BLG",,,,,,,"iluminar",,,,,,,,,,
3,"BLGH/","בִּלְגָּה ","bilgāʰ","Bilgah",,,,,,,,,,,,,,,,
1,"BLGJ/","בִּלְגַּי ","bilgay","Bilgai",,,,,,,,,,,,,,,,
5,"BLDD/","בִּלְדַּד ","bildad","Bildad",,,,,,,,,,,,,,,,
5,"BLH/","בָּלֶה I","bāleʰ","desgastado",,,,,,,,,,,,,,,,
1,"BLH=/","בָּלָה II","bālāʰ","Balah",,,,,,,,,,,,,,,,
15,"BLH[","בלה ","BLH",,"tornar-se velho e desgastado",,"desgastar",,,,,,,,,,,,,
10,"BLHH/","בַּלָּהָה I","ballāhāʰ","terror repentino",,,,,,,,,,,,,,,,
10,"BLHH=/","בִּלְהָה II","bilhāʰ","Bilhah",,,,,,,,,,,,,,,,
1,"BLHH==/","בִּלְהָה III","bilhāʰ","Bilhah",,,,,,,,,,,,,,,,
4,"BLHN/","בִּלְהָן ","bilhān","Bilhan",,,,,,,,,,,,,,,,
3,"BLWJ/","בְּלֹוי ","bᵊlôy","trapos",,,,,,,,,,,,,,,,
2,"BLVC>YR/","בֵּלְטְשַׁאצַּר ","bēlᵊṭᵊšaˀṣṣar","Belteshazzar",,,,,,,,,,,,,,,,
58,"BLJ/","בְּלִי ","bᵊlî","nada; sem",,,,,,,,,,,,,,,,
3,"BLJL/","בְּלִיל ","bᵊlîl","forragem",,,,,,,,,,,,,,,,
27,"BLJ<L/","בְּלִיַּעַל ","bᵊliyyaʕal","iniqüidade; inutilidade",,,,,,,,,,,,,,,,
44,"BLL[","בלל ","BLL",,"umedecer; confundir, confundir",,,,"ser jogado sobre","murchar",,,,,,,,,,
1,"BLM[","בלם ","BLM",,"conter um cavalo",,,,,,,,,,,,,,,
1,"BLS[","בלס ","BLS",,"beliscar (figos)",,,,,,,,,,,,,,,
1,"BL</","בֶּלַע I","belaʕ","confusão",,,,,,,,,,,,,,,,
1,"BL<=/","בֶּלַע II","belaʕ","o que é engolido",,,,,,,,,,,,,,,,
12,"BL<==/","בֶּלַע III","belaʕ","Bela",,,,,,,,,,,,,,,,
2,"BL<===/","בֶּלַע IV","belaʕ","Bela",,,,,,,,,,,,,,,,
2,"BL<==[","בלע III","BLʕ",,,,,"ser comunicado",,,,,,,,,,,,
6,"BL<=[","בלע II","BLʕ",,,"estar confuso","confundir","estar confuso","provar confuso",,,,,,,,,,,
41,"BL<[","בלע I","BLʕ",,"engolir","ser engolido","devorar",,,,,,,,,,,,,
17,"BL<DJ","בִּלְעֲדֵי ","bilʕᵃdê","com exceção de",,,,,,,,,,,,,,,,
1,"BL<J/","בַּלְעִי ","balʕî","Belaite",,,,,,,,,,,,,,,,
60,"BL<M/","בִּלְעָם I","bilʕām","Balaão",,,,,,,,,,,,,,,,
1,"BL<M=/","בִּלְעָם II","bilʕām","Bileam",,,,,,,,,,,,,,,,
43,"BLQ/","בָּלָק ","bālāq","Balak",,,,,,,,,,,,,,,,
2,"BLQ[","בלק ","BLQ",,"devastar",,,"ser devastado",,,,,,,,,,,,
2,"BLCN/","בִּלְשָׁן ","bilšān","Bilshan",,,,,,,,,,,,,,,,
112,"BLT/","בֵּלֶת ","bēlet","ausência; não há",,,,,,,,,,,,,,,,
103,"BMH/","בָּמָה ","bāmāʰ","local alto, instalação funerária",,,,,,,,,,,,,,,,
1,"BMHL/","בִּמְהָל ","bimhāl","Bimhal",,,,,,,,,,,,,,,,
9,"BMW","בְּמֹו ","bᵊmô","em",,,,,,,,,,,,,,,,
2,"BMWT/","בָּמֹות ","bāmôt","Bamoth",,,,,,,,,,,,,,,,
2,"BMWT_B<L/","בָּמֹות בַּעַל ","bāmôt baʕal","Bamoth Baal",,,,,,,,,,,,,,,,
4937,"BN/","בֵּן I","bēn","filho",,,,,,,,,,,,,,,,
1,"BN=/","בֵּן II","bēn","Ben",,,,,,,,,,,,,,,,
1,"BN_>WNJ/","בֶּן אֹונִי ","ben ʔônî","Ben-Oni",,,,,,,,,,,,,,,,
25,"BN_HDD/","בֶּן הֲדַד ","ben hᵃdad","Ben-Hadad",,,,,,,,,,,,,,,,
9,"BN_HNM/","בֶּן הִנֹּם ","ben hinnōm","o Vale de Ben Hinnom",,,,,,,,,,,,,,,,
1,"BN_ZWXT/","בֶּן זֹוחֵת ","ben zôḥēt","Ben-Zoheth",,,,,,,,,,,,,,,,
1,"BN_XJL/","בֶּן חַיִל ","ben ḥayil","Ben-Hail",,,,,,,,,,,,,,,,
1,"BN_XNN/","בֶּן חָנָן ","ben ḥānān","Ben-Hanan",,,,,,,,,,,,,,,,
1,"BN_<MJ/","בֶּן עַמִּי ","ben ʕammî","Ben-Ammi",,,,,,,,,,,,,,,,
376,"BNH[","בנה ","BNH",,"construir","ser construido",,,,,,,,,,,,,,
7,"BNWJ/","בִּנּוּי ","binnûy","Binnui",,,,,,,,,,,,,,,,
15,"BNJ/","בָּנִי I","bānî","Bani",,,,,,,,,,,,,,,,
2,"BNJ=/","בֻּנִּי II","bunnî","Bunni",,,,,,,,,,,,,,,,
1,"BNJ_BRQ/","בְּנֵי בְרַק ","bᵊnê vᵊraq","Bene Berak",,,,,,,,,,,,,,,,
2,"BNJ_J<QN/","בְּנֵי יַעֲקָן ","bᵊnê yaʕᵃqān","Bene Jaakan",,,,,,,,,,,,,,,,
1,"BNJH/","בִּנְיָה I","binyāʰ","prédio",,,,,,,,,,,,,,,,
11,"BNJH=/","בְּנָיָה II","bᵊnāyāʰ","Benaiah",,,,,,,,,,,,,,,,
31,"BNJHW/","בְּנָיָהוּ ","bᵊnāyāhû","Benaiah",,,,,,,,,,,,,,,,
2,"BNJM/","בֵּנַיִם ","bēnayim","lutador único",,,,,,,,,,,,,,,,
166,"BNJMN/","בִּנְיָמִן ","binyāmin","Benjamim",,,,,,,,,,,,,,,,
7,"BNJN/","בִּנְיָן ","binyān","prédio",,,,,,,,,,,,,,,,
1,"BNJNW/","בְּנִינוּ ","bᵊnînû","Beninu",,,,,,,,,,,,,,,,
2,"BN<>/","בִּנְעָא ","binʕāˀ","Binea",,,,,,,,,,,,,,,,
1,"BSWDJH/","בְּסֹודְיָה ","bᵊsôdyāʰ","Besodeiah",,,,,,,,,,,,,,,,
2,"BSJ/","בֵּסַי ","bēsay","Besai",,,,,,,,,,,,,,,,
5,"BSR/","בֹּסֶר ","bōser","uva não madura",,,,,,,,,,,,,,,,
106,"B<D/","בַּעַד ","baʕad","para (o benefício de), atrás, através de (preparação); distância (s)",,,,,,,,,,,,,,,,
5,"B<H[","בעה ","BʕH",,"buscar; fazer ferver","ser pesquisado; inchar",,,,,,,,,,,,,,
10,"B<WR/","בְּעֹור ","bᵊʕôr","Beor",,,,,,,,,,,,,,,,
2,"B<WT/","בִּעוּת ","biʕût","terror",,,,,,,,,,,,,,,,
22,"B<Z/","בֹּעַז I","bōʕaz","Boaz",,,,,,,,,,,,,,,,
2,"B<Z=/","בֹּעַז II","bōʕaz","Boaz (nome de um pilar)",,,,,,,,,,,,,,,,
2,"B<V[","בעט ","BʕṬ",,"chutar",,,,,,,,,,,,,,,
1,"B<JM/","בַּעְיָם ","baʕyām","(incerto)",,,,,,,,,,,,,,,,
6,"B<JR/","בְּעִיר ","bᵊʕîr","gado",,,,,,,,,,,,,,,,
164,"B<L/","בַּעַל I","baʕal","proprietário, marido; Baal",,,,,,,,,,,,,,,,
1,"B<L=/","בָּעַל II","bāʕal","Baalath",,,,,,,,,,,,,,,,
3,"B<L==/","בַּעַל III","baʕal","Baal",,,,,,,,,,,,,,,,
16,"B<L[","בעל ","BʕL",,"possuir, governar; casar","estar casado",,,,,,,,,,,,,,
2,"B<L_BRJT/","בַּעַל בְּרִית ","baʕal bᵊrît","Baal-Berith",,,,,,,,,,,,,,,,
3,"B<L_GD/","בַּעַל גָּד ","baʕal gād","Baal Gad",,,,,,,,,,,,,,,,
1,"B<L_HMWN/","בַּעַל הָמֹון ","baʕal hāmôn","Baal Hamon",,,,,,,,,,,,,,,,
5,"B<L_XNN/","בַּעַל חָנָן ","baʕal ḥānān","Baal-Hanan",,,,,,,,,,,,,,,,
1,"B<L_XYWR/","בַּעַל חָצֹור ","baʕal ḥāṣôr","Baal Hazor",,,,,,,,,,,,,,,,
2,"B<L_XRMWN/","בַּעַל חֶרְמֹון ","baʕal ḥermôn","Baal Hermon",,,,,,,,,,,,,,,,
3,"B<L_M<WN/","בַּעַל מְעֹון ","baʕal mᵊʕôn","Baal Meon",,,,,,,,,,,,,,,,
