"Occurrences","Lexeme","Strong's number","Strong's unreliable?","Gloss"
1,"ἀφιλάγαθος",865,"no","chuki, chukia, chuk, pend, chukiz"
2,"ἀφιλάργυρος",866,"no","tama, aibu, fedha, choy, patikan"
1,"ἄφιξις",867,"no","ach, kan, achw, ondok, acha"
14,"ἀφίστημι",868,"no","ach, kan, achw, ondok, acha"
3,"ἄφνω",869,"no","ghafla, mara, liji, yadhihiri, sil"
4,"ἀφόβως",870,"no","ogop, hofu, kumcha, tish, kich"
1,"ἀφομοιόω",871,"no","kama, fanan, fananish, zitafakar, fanana"
2,"ἀφοράω",872,"no","stahil, fikirini, mwastahili, hapo, upinzani"
10,"ἀφορίζω",873,"no","teng, jiten, tengan, gawa, tawanyi"
7,"ἀφορμή",874,"no","nafasi, kisa, tumikianeni, tupewe, cheo"
2,"ἀφρίζω",875,"no","povu, paga, ampagaapo"
1,"ἀφρός",876,"no","povu, paga, ampagaapo"
4,"ἀφροσύνη",877,"no","umba, wajinga, upuz, mjinga, wazimu"
11,"ἄφρων",878,"no","umba, wajinga, upuz, mjinga, wazimu"
1,"ἀφυπνόω",879,"no","ngiz, lal, sinzi, ngizi, nzia"
1,"ἀφυστερέω",650,"yes","kos, mwadhulumu, wazijua, zoza"
4,"ἄφωνος",880,"no","bubu, uwatetee"
2,"Ἀχάζ",881,"no","ahazi, anz, sitaitaka"
10,"Ἀχαΐα",882,"no","akaya"
1,"Ἀχαϊκός",883,"no","nikiri"
2,"ἀχάριστος",884,"no","tendeni"
3,"ἀχειροποίητος",886,"no","jingine, kuuvua, tunalo"
2,"Ἀχίμ",885,"no","akimu"
1,"ἀχλύς",887,"no","huifanyia, yamwagikayo, unyevu, kiwi"
2,"ἀχρεῖος",888,"no","baradhul, kitu, matunda, upuz, tupu"
1,"ἀχρειόω",889,"no","baradhul, kitu, matunda, upuz, tupu"
1,"ἄχρηστος",890,"no","baradhul, kitu, matunda, upuz, tupu"
49,"ἄχρι",891,"no","hata, hadi, mpaka, wake, fiki"
2,"ἄχυρον",892,"no","makapi, peperush, yapeperushwayo, mtazaa"
1,"ἀψευδής",893,"no","uongo, mwongo, waongo, sisemi, hila"
2,"ἄψινθος",894,"no","pakanga, ogeu, yaitwa, amenikinaisha"
1,"ἄψυχος",895,"no","vitoapo, opig"
1,"Βάαλ",896,"no","baali, mabaali, mtengez"
12,"Βαβυλών",897,"no","babeli, mwenzenu"
1,"βαθμός",898,"no","mahali, tak, vyake, pale, pake"
8,"βάθος",899,"no","lind, sana, lindin, fumb, kina"
1,"βαθύνω",900,"no","chimb, tobo, ng'o, nichimbi, tumbuki"
4,"βαθύς",901,"no","lind, sana, lindin, fumb, kina"
1,"βάϊον",902,"no","tend, bond, vivi"
3,"Βαλαάμ",903,"no","balaamu"
1,"Βαλάκ",904,"no","balaki, angenipa, nijengee"
4,"βαλλάντιον",905,"no","mfuk, mfukoni, mifuko, shirika, mwamki"
122,"βάλλω",906,"no","tup, tupw, angush, tupi, bomo"
76,"βαπτίζω",907,"no","batiz, bati, ubatizo, mbatizaji, batizw"
20,"βάπτισμα",908,"no","batiz, bati, ubatizo, mbatizaji, batizw"
3,"βαπτισμός",909,"no","batiz, bati, ubatizo, mbatizaji, batizw"
12,"βαπτιστής",910,"no","batiz, bati, ubatizo, mbatizaji, batizw"
4,"βάπτω",911,"no","chovy, atatia, achovye, achovya, lowesh"
11,"Βαραββᾶς",912,"no","baraba"
1,"Βαράκ",913,"no","baraka"
1,"Βαραχίας",914,"no","barakia, yemwu"
6,"βάρβαρος",915,"no","nawiwa, wenyeji, lewa, poiju"
6,"βαρέω",916,"no","mzig, leme, mizigo, wapagazi, alikuwa"
2,"βαρέως",917,"no","shid, wakaona"
4,"Βαρθολομαῖος",918,"no","bartholomayo"
1,"Βαριησοῦς",919,"no","bar-yesu"
1,"Βαριωνᾶ",920,"no","baryona"
28,"Βαρναβᾶς",921,"no","barnaba, nitengeeni"
6,"βάρος",922,"no","mzig, leme, mizigo, wapagazi, alikuwa"
2,"Βαρσαββᾶς",923,"no","barsaba"
1,"Βαρτιμαῖος",924,"no","bartimayo"
6,"βαρύς",926,"no","uzan, pimw, pimi, pim, lip"
1,"βαρύτιμος",927,"no","bwet"
12,"βασανίζω",928,"no","umw, nites, tes, tesw, umiz"
6,"βασανισμός",929,"no","maumivu, mateso, tuimbieni, mlivyo, aumapo"
1,"βασανιστής",930,"no","umw, nites, tes, tesw, umiz"
3,"βάσανος",931,"no","maumivu, mateso, tuimbieni, mlivyo, aumapo"
162,"βασιλεία",932,"no","ufalme, falm, kwake, milk, enzi"
2,"βασίλειος",934,"no","mfalme, wafalme, falm, ufalme, pia"
115,"βασιλεύς",935,"no","mfalme, wafalme, falm, ufalme, pia"
21,"βασιλεύω",936,"no","kata, tawal, tawa, ilik, mfalme"
5,"βασιλικός",937,"no","ofis, itimi, hotuba, ushuke"
4,"βασίλισσα",938,"no","malkia, yemtend, isif"
1,"βάσις",939,"no","miguu, mguu, miguuni, nyay, fuat"
1,"βασκαίνω",940,"no","log, wagalatia"
27,"βαστάζω",941,"no","chuku, chukuli, chukulia, beb, mtoe"
5,"βάτος (I)",942,"no","miib, mbigili, chak, mibigili, mwib"
1,"βάτος (II)",943,"no","bath"
1,"βάτραχος",944,"no","vyur, ilijaa"
1,"βατταλογέω",945,"no","geuki"
6,"βδέλυγμα",946,"no","chukiz, chukiza, maov, mliona, ajil"
1,"βδελυκτός",947,"no","hawafai"
2,"βδελύσσομαι",948,"no","chuki, chukiz, chukia, akauchukia, sumbu"
9,"βέβαιος",949,"no","imar, uthabiti, halina, thabiti, chokul"
8,"βεβαιόω",950,"no","thibiti, imar, ishara, dhahiri, onesh"
2,"βεβαίωσις",951,"no","thibiti, imar, ishara, dhahiri, onesh"
5,"βέβηλος",952,"no","jis, anz, najis, vunj, omch"
2,"βεβηλόω",953,"no","jis, anz, najis, vunj, omch"
7,"Βεελζεβούλ",954,"no","beelzebuli"
1,"Βελιάρ",955,"no","yefa, wasiofaa, baradhul, mafuriko, yofa"
1,"βελόνης",956,"yes","isha, mshale, mipini, itafut"
1,"βέλος",956,"no","isha, mshale, mipini, itafut"
1,"βελτίων",957,"no","nafu, amjalie"
4,"Βενιαμίν",958,"no","benyamini, wabenyamini"
3,"Βερνίκη",959,"no","bernike"
2,"Βέροια",960,"no","beroya, vurug"
1,"Βεροιαῖος",961,"no","piro, sekundo"
12,"Βηθανία",963,"no","bethania"
1,"Βηθζαθά",964,"yes","bethzatha"
8,"Βηθλέεμ",965,"no","bethlehemu, ouka"
7,"Βηθσαϊδά",966,"no","bethsaida, amguse"
3,"Βηθφαγή",967,"no","bethfage"
12,"βῆμα",968,"no","hukumu, adil, kesi, tekele, mada"
1,"βήρυλλος",969,"no","krisolitho"
3,"βία",970,"no","udhalimu, jeur, nguvu, dhuluma, uharibifu"
2,"βιάζω",971,"no","udhalimu, jeur, nguvu, dhuluma, uharibifu"
1,"βίαιος",972,"no","nguvu, hodari, wez, wenye, shind"
1,"βιαστής",973,"no","udhalimu, jeur, nguvu, dhuluma, uharibifu"
3,"βιβλαρίδιον",974,"no","kukila, funguliw, kitwae, ukil"
34,"βιβλίον",975,"no","tab, gomb, alitoa, uonacho"
10,"βίβλος",976,"no","tab, baru, hati, waraka, tabu"
1,"βιβρώσκω",977,"no","kul, kula, wakala, tekete, akal"
2,"Βιθυνία",978,"no","bithinia"
9,"βίος",979,"no","uzim, maisha, uhai, ish, hai"
1,"βιόω",980,"no","ish, hai, aish, pon, fufu"
1,"βίωσις",981,"no","wanajua"
3,"βιωτικός",982,"no","uzim, maisha, uhai, ish, hai"
1,"βλαβερός",983,"no","dhur, dhar, dhulum, mabaya, nidhulum"
2,"βλάπτω",984,"no","huzuni, zunish, huzuniki, taki, kuua"
4,"βλαστάνω",985,"no","chipu, maua, chanu, staw, ikaota"
1,"Βλάστος",986,"no","blasto"
34,"βλασφημέω",987,"no","tuka, fur, kufur, tukan, kufuru"
18,"βλασφημία",988,"no","tuka, fur, kufur, tukan, kufuru"
4,"βλάσφημος",989,"no","tuka, fur, kufur, tukan, kufuru"
1,"βλέμμα",990,"no","tazama, angali, tazam, lien, kuon"
133,"βλέπω",991,"no","tazam, mwon, poon, angali, waon"
1,"βλητέος",992,"no","vipy"
1,"Βοανηργές",993,"no","boanerge"
12,"βοάω",994,"no","lili, kili, kelel, paz, mlili"
3,"Βόες",1003,"no","boazi"
1,"βοή",995,"no","kili, vili, yanenwayo, eli, kaniki"
2,"βοήθεια",996,"no","saidi, msaada, msaidizi, faid, saidia"
8,"βοηθέω",997,"no","saidi, msaada, msaidizi, faid, saidia"
1,"βοηθός",998,"no","saidi, msaada, msaidizi, faid, saidia"
3,"βόθυνος",999,"no","shim, shimoni, sim, rima, birik"
1,"βολή",1000,"no","tup, tupw, angush, tupi, bomo"
2,"βολίζω",1001,"no","pim, pimi, nyingine, sawa, pima"
1,"βόρβορος",1004,"no","top, topen, waid, tumiw, tope"
2,"βορρᾶς",1005,"no","skazi, skaz"
9,"βόσκω",1006,"no","karamu, lish, shib, papa, nyw"
1,"Βοσόρ",1007,"yes","beori"
1,"βοτάνη",1008,"no","itatoa, isitoe, maza, vuli, mavuno"
1,"βότρυς",1009,"no","sauti, sana, zimeiva, madhabahu, nchi"
2,"βουλευτής",1010,"no","baraza, siri, barazan, wanichukia, vuhunjika"
6,"βουλεύω",1011,"no","tak, pend, kusudi, shaur, azim"
12,"βουλή",1012,"no","shaur, kusud, kusudi, maandalio, mapenzi"
3,"βούλημα",1013,"no","shaur, kusud, kusudi, maandalio, mapenzi"
37,"βούλομαι",1014,"no","tak, pend, kusudi, shaur, azim"
2,"βουνός",1015,"no","ili, lim, lima, mlima, gibea"
8,"βοῦς",1016,"no","apurapo, vunj, hamfungui, jozi, wakiuza"
2,"βραβεῖον",1017,"no","tuzo, niifikie"
1,"βραβεύω",1018,"no","wakuu, kamand, mkuu, wal, tawal"
2,"βραδύνω",1019,"no","kawi, ngoj, lege, kawiakawi, litu"
1,"βραδυπλοέω",1020,"no","safir, abir, bahari, pwan, twek"
3,"βραδύς",1021,"no","mviv, mwepesi, uviv, mwenye, haon"
1,"βραδύτης",1022,"no","mviv, mwepesi, uviv, mwenye, haon"
3,"βραχίων",1023,"no","mkono, mikono, mwake, mikononi, wenye"
7,"βραχύς",1024,"no","kidogo, acha, mdog, chach, tamb"
8,"βρέφος",1025,"no","acha, watoto, kitoto, wadogo, hurumi"
7,"βρέχω",1026,"no","mvua, nyesh, nyeshe, masika, manyunyu"
12,"βροντή",1027,"no","radi, ngurumo, ivum, nguru, mshindo"
2,"βροχή",1028,"no","mvua, nyesh, nyeshe, masika, manyunyu"
1,"βρόχος",1029,"no","fungw, zuili, zui, zuiw, fung"
7,"βρυγμός",1030,"no","sag"
1,"βρύχω",1031,"no","sag"
1,"βρύω",1032,"no","mwag, mwagi, mimi, umwa, wag"
17,"βρῶμα",1033,"no","chakula, mkat, mikate, vyakula, mawindo"
1,"βρώσιμος",1034,"no","furaha, amin, ambi, basi, kwa"
11,"βρῶσις",1035,"no","kul, kula, wakala, tekete, akal"
2,"βυθίζω",1036,"no","meza, kupw, kuzama, shush, lil"
1,"βυθός",1037,"no","lind, sana, lindin, fumb, kina"
3,"βυρσεύς",1038,"no","akij"
5,"βύσσινος",1039,"no","tan, yeny, ing'aayo"
1,"βύσσος",1040,"no","tan, yeny, ing'aayo"
1,"βωμός",1041,"no","madhabahu, madhabahuni, pale"
1,"Γαββαθά",1042,"no","gabatha"
2,"Γαβριήλ",1043,"no","gabrieli"
1,"γάγγραινα",1044,"no","miongoni, neno, fileto, ene, hao"
1,"Γάδ",1045,"no","gadi, linga"
1,"Γαδαρηνός",1046,"no","wagadara"
1,"γάζα",1047,"no","hazina, watunza"
1,"Γάζα",1048,"no",""
5,"γαζοφυλάκιον",1049,"no","hazina, watunza"
5,"Γάϊος",1050,"no","gayo"
5,"γάλα",1051,"no","maziwa, chao"
1,"Γαλάτης",1052,"no","galatia"
4,"Γαλατία",1053,"no","galatia"
2,"Γαλατικός",1054,"no","galatia"
3,"γαλήνη",1055,"no","shwari"
61,"Γαλιλαία",1056,"no","galilaya, wagalilaya, mgalilaya, chunguza"
11,"Γαλιλαῖος",1057,"no","galilaya, wagalilaya, mgalilaya, chunguza"
3,"Γαλλίων",1058,"no","galio"
2,"Γαμαλιήλ",1059,"no","gamalieli"
28,"γαμέω",1060,"no","olew, mume, kuoa, mwo, kumwoa"
8,"γαμίζω",1061,"no","wakioa, huwa, posa, huoa, mwoz"
15,"γάμος",1062,"no","arus, arusini, iheshimiwe, tukampe"
1038,"γάρ",1063,"no","maana, kuwa, sababu, kwamba, kwan"
9,"γαστήρ",1064,"no","tumb, tumbon, mimb, ndani, yenito"
15,"γέ",1065,"no","ndiposa, hampati, ele, pasapapa, mnikubali"
1,"Γεδεών",1066,"no","gideoni"
12,"γέεννα",1067,"no","jehanamu, mwogopeni"
2,"Γεθσημανί",1068,"no","gethsemane"
4,"γείτων",1069,"no","jirani, rafik, enzi, mwenzake, ambia"
2,"γελάω",1070,"no","chek, chez, dhihaka, mzah, dhara"
1,"γέλως",1071,"no","chek, chez, dhihaka, mzah, dhara"
9,"γεμίζω",1072,"no","jaz, timi, taja, imejaa, jazw"
11,"γέμω",1073,"no","vimejaa, choja, imejaa, amejaa, vyom"
43,"γενεά",1074,"no","zaz, ratib"
1,"γενεαλογέω",1075,"no","uzaz"
2,"γενεαλογία",1076,"no","nasaba"
2,"γενέσια",1077,"no","zaliw, kuza, atazaa, azaapo, mimb"
5,"γένεσις",1078,"no","zaliw, ukoo, wakristo"
1,"γενετή",1079,"no","zaliw, kuza, atazaa, azaapo, mimb"
97,"γεννάω",1080,"no","mza, zaliw, kaza, zali, kuza"
8,"γέννημα",1081,"no","waza, enyi, maza, uzao, zaliwa"
3,"Γεννησαρέτ",1082,"no","genesareti"
2,"γεννητός",1084,"no","zaliw, mzalia, mzaliwa, wazaliwa, zaliwa"
20,"γένος",1085,"no","jamaa, namn, kabila, aina, wazawa"
3,"Γερασηνός",1086,"yes","wagerasi, wagerase"
1,"γερουσία",1087,"no","wazee, mzee, mvi, kale, uzee"
1,"γέρων",1088,"no","nikodemo"
15,"γεύομαι",1089,"no","onj, ladh, akil, anda, muon"
1,"γεωργέω",1090,"no","shamb, shamban, konden, lim, nchi"
1,"γεώργιον",1091,"no","shamb, shamban, konden, lim, nchi"
19,"γεωργός",1092,"no","shamb, shamban, konden, lim, nchi"
250,"γῆ",1093,"no","nchi, dunia, duniani, chini, ardh"
1,"γῆρας",1094,"no","wazee, mzee, mvi, kale, uzee"
2,"γηράσκω",1095,"no","wazee, mzee, mvi, kale, uzee"
668,"γίνομαι",1096,"no","kuw, ikawa, kuwa, itakuwa, alikuwa"
221,"γινώσκω",1097,"no","kuju, naju, yaju, waju, mwon"
1,"γλεῦκος",1098,"no","lew"
4,"γλυκύς",1099,"no","tamu, kitamu, matamu, utam, mtam"
50,"γλῶσσα",1100,"no","ulim, lugh, ndim, hori, kabari"
2,"γλωσσόκομον",1101,"no","fedha, mfuk, wabadili, kotekote, liuz"
1,"γναφεύς",1102,"no","dobi"
4,"γνήσιος",1103,"no","halisi, isiy, usio, chukie, kweli"
1,"γνησίως",1104,"no","halisi, isiy, usio, chukie, kweli"
1,"γνόφος",1105,"no","giza, gizani, pofu, mweusi, weus"
9,"γνώμη",1106,"no","ushauri, yejali, nionavyo, wamp, vitimvi"
26,"γνωρίζω",1107,"no","julish, arif, tambu, yoambi, twawaarifu"
29,"γνῶσις",1108,"no","maarifa, ujuz, kumjua, elim, kuju"
1,"γνώστης",1109,"no","swal"
15,"γνωστός",1110,"no","julikan, ijulikane, juen, julisha, juan"
8,"γογγύζω",1111,"no","manung'uniko, nung'uni, nung'uniki, linung'uniki, yoninung'uniki"
4,"γογγυσμός",1112,"no","manung'uniko, nung'uni, nung'uniki, linung'uniki, yoninung'uniki"
1,"γογγυστής",1113,"no","manung'uniko, nung'uni, nung'uniki, linung'uniki, yoninung'uniki"
1,"γόης",1114,"no","danganya"
3,"Γολγοθᾶ",1115,"no","golgotha"
4,"Γόμορρα",1116,"no","gomora"
3,"γόμος",1117,"no","bidhaa, shehena"
20,"γονεύς",1118,"no","wazazi, wazee"
12,"γόνυ",1119,"no","got, magotini, goti"
4,"γονυπετέω",1120,"no","got"
14,"γράμμα",1121,"no","andikw, andik, andiki, andi, yaan"
63,"γραμματεύς",1122,"no","waandishi, mwandishi"
1,"γραπτός",1123,"no","andikw, andik, andiki, andi, yaan"
50,"γραφή",1124,"no","andikw, andik, andiki, andi, yaan"
192,"γράφω",1125,"no","andikw, andik, andiki, andi, yaan"
1,"γραώδης",1126,"no","wazee, mzee, mvi, kale, uzee"
22,"γρηγορέω",1127,"no","shik, lind, ishi, tunz, zangu"
4,"γυμνάζω",1128,"no","zoesh, jan, ujizoeze, mazoezi"
1,"γυμνασία",1129,"no","zoesh, jan, ujizoeze, mazoezi"
1,"γυμνιτεύω",1130,"no","uchi, utup, wazi, tupu, mwuone"
15,"γυμνός",1131,"no","uchi, utup, wazi, tupu, mwuone"
3,"γυμνότης",1132,"no","uchi, utup, wazi, tupu, mwuone"
1,"γυναικάριον",1133,"no","ingiza"
1,"γυναικεῖος",1134,"no","mwanamke, kike, mke, wanawake, jike"
214,"γυνή",1135,"no","mwanamke, mkewe, wanawake, mke, wake"
1,"Γώγ",1136,"no","gogu"
9,"γωνία",1137,"no","pembeni, pemb, geuka, minara, karibieni"
13,"δαιμονίζομαι",1139,"no","pepo, gaw"
63,"δαιμόνιον",1140,"no","pepo, shetan, miungu, wato, wavitoa"
1,"δαιμονιώδης",1141,"no","pepo, shetan, miungu, wato, wavitoa"
1,"δαίμων",1142,"no","pepo, shetan, miungu, wato, wavitoa"
1,"δάκνω",1143,"no","waum, wum, huchoma, umw, waumao"
10,"δάκρυον",1144,"no","choz, dondoshe, nijawe, ibusubus"
1,"δακρύω",1145,"no","akalia, kulia, lili, ili, wakalia"
1,"δακτύλιος",1146,"no","pete, kuk, mhur, herini, mihuri"
8,"δάκτυλος",1147,"no","dol, kuch, akat"
1,"Δαλμανουθά",1148,"no","dalmanutha"
1,"Δαλματία",1149,"no","dalmatia"
4,"δαμάζω",1150,"no","rafik, wabebe, nilili, yejua, tuuharibu"
1,"δάμαλις",1151,"no","ng'ombe, ndam, mtamba, jike, wanono"
1,"Δάμαρις",1152,"no","damari"
1,"Δαμασκηνός",1153,"no","dameski"
15,"Δαμασκός",1154,"no","dameski"
1,"δάνειον",1156,"no","deni, ampe, ajitwikaye, wapeni, ponisih"
4,"δανίζω",1155,"no","kopesh, kopesha, kop, la, mda"
1,"Δανιήλ",1158,"no","danieli"
1,"δανιστής",1157,"no","fedha, mfuk, wabadili, kotekote, liuz"
5,"δαπανάω",1159,"no","tumi, simfa, ghari, wanyoe, zoambi"
1,"δαπάνη",1160,"no","gharama"
59,"Δαυίδ",1138,"no","daudi"
2787,"δέ",1161,"no","bali, lakini, ila, naam, tu"
18,"δέησις",1162,"no",""
102,"δεῖ",1163,"no","lazima, wapa, sharti, mpas, lazim"
1,"δεῖγμα",1164,"no","mfano, elele, mifano, wekw, kovu"
2,"δειγματίζω",1165,"no","hadharani, ondole, azim"
33,"δείκνυμι",1166,"no","onesh, ony, wone, yake, dhihiri"
1,"δειλία",1167,"no","ogop, hofu, kumcha, tish, kich"
1,"δειλιάω",1168,"no","ogop, hofu, kumcha, tish, kich"
3,"δειλός",1169,"no","ogop, hofu, kumcha, tish, kich"
1,"δεῖνα",1170,"no","fulani, karibu, lenyewe, hus, mawaziri"
2,"δεινῶς",1171,"no","umw, choko"
4,"δειπνέω",1172,"no","ramu, chakulani, kul, yomwagi, ale"
16,"δεῖπνον",1173,"no","karamu, kula, ramu, chakulani, kutwaa"
1,"δεισιδαιμονία",1175,"no","dini, nyenyeke"
1,"δεισιδαίμων",1174,"no","dini, nyenyeke"
27,"δέκα",1176,"no",""
3,"δεκαπέντε",1178,"no","tano"
3,"Δεκάπολις",1179,"no","dekapoli"
5,"δεκατέσσαρες",1180,"no","vinn, minn"
4,"δέκατος",1181,"no",""
3,"δέκατος",1182,"no",""
2,"δεκατόω",1183,"no",""
5,"δεκτός",1184,"no","kubal, kubali, shitak, pendez, kibali"
3,"δελεάζω",1185,"no",""
25,"δένδρον",1186,"no",""
1,"δεξιολάβος",1187,"no",""
54,"δεξιός",1188,"no",""
22,"δέομαι",1189,"no",""
1,"δέος",1169,"yes","ogop, hofu, kumcha, tish, kich"
1,"Δερβαῖος",1190,"no",""
3,"Δέρβη",1191,"no",""
1,"δέρμα",1192,"no",""
2,"δερμάτινος",1193,"no",""
15,"δέρω",1194,"no","mara, pig, wakati, pigw, pond"
3,"δεσμεύω",1195,"no",""
1,"δέσμη",1197,"no",""
16,"δέσμιος",1198,"no","gerezan, fung, walinzi, gerez, husu"
18,"δεσμός",1199,"no",""
3,"δεσμοφύλαξ",1200,"no","gerezan, fung, walinzi, gerez, husu"
4,"δεσμωτήριον",1201,"no","gerezan, fung, walinzi, gerez, husu"
2,"δεσμώτης",1202,"no","gerezan, fung, walinzi, gerez, husu"
10,"δεσπότης",1203,"no","shokoa, watu, mwenye, wakil, kubw"
9,"δεῦρο",1204,"no","ingi, tok, let, kuj, fik"
12,"δεῦτε",1205,"no","ingi, tok, let, kuj, fik"
1,"δευτεραῖος",1206,"no","kesh, zijazo, pili, asubuhi, siku"
44,"δεύτερος",1208,"no","pili, yafanana, aondoa, vilivyotakaswa, vine"
56,"δέχομαι",1209,"no","poke, karibish, kubal, twaa, waka"
43,"δέω",1210,"no",""
5,"δή",1211,"no","ili, hiyo, basi, ndivyo, hivyo"
3,"δῆλος",1212,"no","dhahiri, usem, utoe, alivitiisha"
7,"δηλόω",1213,"no","onyw, idhihiri, elez, elew, tetemesh"
3,"Δημᾶς",1214,"no","dema"
1,"δημηγορέω",1215,"no","maneno, min, enzi, asinene, wasinene"
3,"Δημήτριος",1216,"no","demetrio"
1,"δημιουργός",1217,"no","jeng, yafaayo, jengw, ujenzi, tubu"
4,"δῆμος",1218,"no","watu, mataifa, taifa, waende, kabila"
4,"δημόσιος",1219,"no","mbele, wafa, gerez"
16,"δηνάριον",1220,"no","dinari"
1,"δήποτε",1221,"no","nini, gani, mbona, jinsi, je"
1,"δήπου",1222,"no","lakini, hakika, tu, bali, yangu"
667,"διά",1223,"no","kwa, sababu, ajili, nenw, mbona"
3,"διαβαίνω",1224,"no","vuk"
1,"διαβάλλω",1225,"no","kubal, kubali, shitak, pendez, kibali"
2,"διαβεβαιόομαι",1226,"no","sisiti, manufaa, huwataharakisha"
3,"διαβλέπω",1227,"no","tazam, mwon, poon, angali, waon"
37,"διάβολος",1228,"no","ibilisi, shetan, wasiwe"
3,"διαγγέλλω",1229,"no","hubiri, tangaz, hubir, mhubir, mpig"
3,"διαγίνομαι",1230,"no","pit, vuk, pita, piti, endele"
2,"διαγινώσκω",1231,"no","viun, unon, kusudi, kaul, nawe"
1,"διάγνωσις",1233,"no","viun, unon, kusudi, kaul, nawe"
2,"διαγογγύζω",1234,"no","manung'uniko, nung'uni, nung'uniki, linung'uniki, yoninung'uniki"
1,"διαγρηγορέω",1235,"no","tumieni, nilitaabika, uon"
2,"διάγω",1236,"no","ish, hai, aish, pon, fufu"
1,"διαδέχομαι",1237,"no","poke, karibish, kubal, twaa, waka"
3,"διάδημα",1238,"no","lemb, ajal"
4,"διαδίδωμι",1239,"no","gawi, mgawi, muda"
1,"διάδοχος",1240,"no","porkio"
3,"διαζώννυμι",1241,"no","fung"
33,"διαθήκη",1242,"no","agano, agan, pata, patan, weke"
3,"διαίρεσις",1243,"no","faut"
2,"διαιρέω",1244,"no","gawi, mgawi, muda"
1,"διακαθαίρω",1245,"yes","pepeto"
1,"διακαθαρίζω",1245,"no","pepeto"
1,"διακατελέγχομαι",1246,"no","kabisa"
37,"διακονέω",1247,"no","watumishi, mtumishi, tumiki, mtumwa, utumishi"
34,"διακονία",1248,"no","watumishi, mtumishi, tumiki, mtumwa, utumishi"
30,"διάκονος",1249,"no","watumishi, mtumishi, tumiki, mtumwa, utumishi"
8,"διακόσιοι",1250,"no","wawili, mbili, miwili, mawili, viwili"
1,"διακούω",1251,"no","siki, sikiliz, kien, lize, habari"
19,"διακρίνω",1252,"no","hukum, waamuzi, mwamuzi, amu, hukumu"
3,"διάκρισις",1253,"no","mbanu, mhukum, ribishe"
1,"διακωλύω",1254,"no","zui, zuiw, tusije"
2,"διαλαλέω",1255,"no","uliza, shauria"
13,"διαλέγομαι",1256,"no","hojia, hoja, wakaidi, sema, maas"
1,"διαλείπω",1257,"no","huyapinga, fumb, nibus"
6,"διάλεκτος",1258,"no","lugh"
1,"διαλλάσσω",1259,"no","pata, uwap"
16,"διαλογίζομαι",1260,"no","bishan, waz, fikir, lisha, hojia"
14,"διαλογισμός",1261,"no","waz, hojia, shinda, shak"
1,"διαλύω",1262,"no","tawanyi, utawanyiko, ene, mlio, tweke"
15,"διαμαρτύρομαι",1263,"no","shuhudi, shahid, ushuhuda, shuhuda, ushahidi"
1,"διαμάχομαι",1264,"no","shinda, tete, ishi, gomban, mgomvi"
5,"διαμένω",1265,"no","stahimil, kuka, tukakaa, vumili, dum"
11,"διαμερίζω",1266,"no","gawa, gawany, gawi, fitini, gaw"
1,"διαμερισμός",1267,"no","kusud, mtasitasita, gawa, kasi"
1,"διανέμω",1268,"no","tandik, kunju, nyosh, kuene, tanda"
1,"διανεύω",1269,"no","onesh, ashiri, nesh, aliyanena, hayana"
1,"διανόημα",1270,"no","waz, busara, fikira, mna, jivikeni"
12,"διάνοια",1271,"no","akil, nia, fikira, amewatawanya, achunguzaye"
8,"διανοίγω",1272,"no","fumbu, funu, fung, fungu, funguliw"
1,"διανυκτερεύω",1273,"no","lal, kuch, wah, rikebu"
1,"διανύω",1274,"no","daim, zot, zote, dum, sadaka"
1,"διαπαρατριβή",3859,"yes","shinda, tete, ishi, gomban, mgomvi"
6,"διαπεράω",1276,"no","vuk"
1,"διαπλέω",1277,"no","safir, abir, bahari, pwan, twek"
2,"διαπονέομαι",1278,"no","kali, ghadhabu, hasira, kasirik, waka"
5,"διαπορεύομαι",1279,"no","end, akaenda, shuk, nend, tok"
4,"διαπορέω",1280,"no","shak, fadhai, fadhaa, wakiwa, ngiw"
1,"διαπραγματεύομαι",1281,"no","faid, faidi, pat, yafa, vitu"
2,"διαπρίω",1282,"no","chom"
3,"διαρπάζω",1283,"no","yang, niibi, nyang'any, tek, wizi"
5,"διαρρήγνυμι",1284,"no","raru, bomo, raruli, kat, pasu"
2,"διασαφέω",1285,"no","elez, tufafanulie, tueleze, nifahamu, fasiri"
1,"διασείω",1286,"no","toza, msidhulumu, shek"
9,"διασκορπίζω",1287,"no","tawany, tawanyi, nyunyi, kata, tapany"
2,"διασπάω",1288,"no","raru, bomo, raruli, kat, pasu"
3,"διασπείρω",1289,"no","tawany, tawanyi, nyunyi, kata, tapany"
3,"διασπορά",1290,"no","tawanyi, utawanyiko, ene, mlio, tweke"
7,"διαστέλλω",1291,"no","amur, agiz, amri, agiza, amriw"
1,"διάστημα",1292,"no","hana"
3,"διαστολή",1293,"no","faut"
7,"διαστρέφω",1294,"no","poto, sokot, uchungu, ukaidi, tosh"
8,"διασῴζω",1295,"no","oko, mwokozi, okok, okole, pony"
2,"διαταγή",1296,"no","amur, agiz, amri, agiza, amriw"
1,"διάταγμα",1297,"no","amri, agiz, amur, zuili, amriw"
1,"διαταράσσω",1298,"no","fadhai, taab, kazi, dhar, sumbu"
16,"διατάσσω",1299,"no","agiz, amur, amriw, nikija, mreje"
